mol_name,Reference Energy,resff_Energy,scan,wb97m Energy,mol_base,wb97m_relative_energy,resff_relative_energy
BenzeneBenzenepipi095,-2.07,11681.79,0.95,-464.8183669,BenzeneBenzenepipi,0.21924849995411932,0.0
BenzeneBenzenepipi100,-2.74,11682.242,1.0,-464.8187163,BenzeneBenzenepipi,0.0,0.45199999999931606
BenzeneBenzenepipi105,-2.8,11682.678,1.05,-464.8185178,BenzeneBenzenepipi,0.12455874995794147,0.8879999999990105
BenzeneBenzenepipi110,-2.58,11682.937,1.1,-464.8180817,BenzeneBenzenepipi,0.39821149996714666,1.146999999999025
BenzeneBenzenepipi125,-1.54,11683.439,1.25,-464.816619,BenzeneBenzenepipi,1.3160557499504648,1.6489999999994325
BenzeneBenzenepipi150,-0.49,11684.268,1.5,-464.8151361,BenzeneBenzenepipi,2.246575499942992,2.477999999999156
BenzeneBenzenepipi200,-0.06,11684.708,2.0,-464.8141367,BenzeneBenzenepipi,2.8736989999888465,2.9179999999996653
BenzeneBenzeneTS090,-1.64,11683.618,0.9,-464.8147656,BenzeneBenzeneTS,2.3286525000585243,1.662000000000262
BenzeneBenzeneTS095,-2.58,11682.797,0.95,-464.8175947,BenzeneBenzeneTS,0.5533922500326298,0.8410000000003492
BenzeneBenzeneTS100,-2.87,11682.326,1.0,-464.8184766,BenzeneBenzeneTS,0.0,0.36999999999898137
BenzeneBenzeneTS105,-2.82,11681.956,1.05,-464.8184173,BenzeneBenzeneTS,0.03721074998611584,0.0
BenzeneBenzeneTS110,-2.6,11682.004,1.1,-464.8179588,BenzeneBenzeneTS,0.3249195000389591,0.04800000000068394
BenzeneBenzeneTS125,-1.77,11683.249,1.25,-464.8162421,BenzeneBenzeneTS,1.402148750028573,1.2929999999996653
BenzeneBenzeneTS150,-0.83,11684.238,1.5,-464.8146582,BenzeneBenzeneTS,2.396046000008937,2.2819999999992433
BenzeneBenzeneTS200,-0.22,11684.545,2.0,-464.8138976,BenzeneBenzeneTS,2.8733225000323728,2.588999999999942
BenzeneCyclopentane090,-2.16,13248.471,0.9,-429.0942616,BenzeneCyclopentane,1.1730485000298359,0.8429999999989377
BenzeneCyclopentane095,-3.24,13247.718,0.95,-429.0958251,BenzeneCyclopentane,0.19195225002476946,0.09000000000014552
BenzeneCyclopentane100,-3.57,13247.628,1.0,-429.096131,BenzeneCyclopentane,0.0,0.0
BenzeneCyclopentane105,-3.47,13248.069,1.05,-429.0957653,BenzeneCyclopentane,0.2294767500134185,0.44099999999889405
BenzeneCyclopentane110,-3.17,13248.765,1.1,-429.0951162,BenzeneCyclopentane,0.6367869999958202,1.1369999999988067
BenzeneCyclopentane125,-2.07,13249.857,1.25,-429.0931619,BenzeneCyclopentane,1.8631102500366978,2.2289999999993597
BenzeneCyclopentane150,-0.9,13250.868,1.5,-429.0913278,BenzeneCyclopentane,3.0140080000273883,3.2399999999997817
BenzeneCyclopentane200,-0.19,13251.768,2.0,-429.0901538,BenzeneCyclopentane,3.7506930000381544,4.139999999999418
BenzeneEthene090,-0.26,7666.0615,0.9,-311.0451555,BenzeneEthene,0.9568747500015888,0.9799999999995634
BenzeneEthene095,-1.13,7665.17,0.95,-311.0463828,BenzeneEthene,0.18674400000600144,0.08849999999983993
BenzeneEthene100,-1.41,7665.0815,1.0,-311.0466804,BenzeneEthene,0.0,0.0
BenzeneEthene105,-1.4,7665.2817,1.05,-311.0465379,BenzeneEthene,0.08941875002346933,0.20019999999931315
BenzeneEthene110,-1.26,7665.536,1.1,-311.0462285,BenzeneEthene,0.28356725003686734,0.4544999999998254
BenzeneEthene125,-0.69,7666.016,1.25,-311.0452725,BenzeneEthene,0.8834572500200011,0.9344999999993888
BenzeneEthene150,-0.17,7666.3037,1.5,-311.0444917,BenzeneEthene,1.373409250023542,1.2222000000001572
BenzeneEthene200,0.01,7666.747,2.0,-311.0441349,BenzeneEthene,1.597301250003511,1.6655000000000655
BenzeneEthyneCHpi090,-1.87,7224.4106,0.9,-309.7954284,BenzeneEthyneCHpi,0.8754879999905825,0.8872000000001208
BenzeneEthyneCHpi095,-2.65,7223.979,0.95,-309.7965903,BenzeneEthyneCHpi,0.14639574999455363,0.4556000000002314
BenzeneEthyneCHpi100,-2.86,7223.62,1.0,-309.7968236,BenzeneEthyneCHpi,0.0,0.09659999999985303
BenzeneEthyneCHpi105,-2.79,7223.5234,1.05,-309.7965767,BenzeneEthyneCHpi,0.15492974998778664,0.0
BenzeneEthyneCHpi110,-2.58,7223.808,1.1,-309.7961203,BenzeneEthyneCHpi,0.4413207499892451,0.2845999999999549
BenzeneEthyneCHpi125,-1.79,7224.816,1.25,-309.7946719,BenzeneEthyneCHpi,1.3501917499816045,1.2925999999997657
BenzeneEthyneCHpi150,-0.89,7225.5264,1.5,-309.7931775,BenzeneEthyneCHpi,2.2879277499741875,2.0029999999997017
BenzeneEthyneCHpi200,-0.27,7225.61,2.0,-309.7920948,BenzeneEthyneCHpi,2.967322000011336,2.0865999999996347
BenzeneMeNH2NHpi090,-2.51,8239.352,0.9,-328.3313525,BenzeneMeNH2NHpi,0.5639342499780469,1.125
BenzeneMeNH2NHpi095,-3.09,8238.4375,0.95,-328.3321521,BenzeneMeNH2NHpi,0.06218524998985231,0.21049999999922875
BenzeneMeNH2NHpi100,-3.23,8238.227,1.0,-328.3322512,BenzeneMeNH2NHpi,0.0,0.0
BenzeneMeNH2NHpi105,-3.12,8238.544,1.05,-328.3319343,BenzeneMeNH2NHpi,0.19885474996408448,0.3169999999990978
BenzeneMeNH2NHpi110,-2.86,8238.94,1.1,-328.3314116,BenzeneMeNH2NHpi,0.5268489999580197,0.7129999999997381
BenzeneMeNH2NHpi125,-1.95,8239.639,1.25,-328.329759,BenzeneMeNH2NHpi,1.5638554999604821,1.411999999998443
BenzeneMeNH2NHpi150,-0.94,8240.582,1.5,-328.3280775,BenzeneMeNH2NHpi,2.6189967499813065,2.3549999999995634
BenzeneMeNH2NHpi200,-0.26,8241.547,2.0,-328.3268924,BenzeneMeNH2NHpi,3.3626469999726396,3.319999999999709
BenzeneMeOHOHpi090,-3.45,7829.314,0.9,-348.2100966,BenzeneMeOHOHpi,0.631327750015771,1.234400000000278
BenzeneMeOHOHpi095,-4.05,7828.494,0.95,-348.210975,BenzeneMeOHOHpi,0.08013175000087358,0.4143999999996595
BenzeneMeOHOHpi100,-4.19,7828.1187,1.0,-348.2111027,BenzeneMeOHOHpi,0.0,0.039099999999962165
BenzeneMeOHOHpi105,-4.07,7828.0796,1.05,-348.2108028,BenzeneMeOHOHpi,0.18818725002347492,0.0
BenzeneMeOHOHpi110,-3.8,7828.3794,1.1,-348.2102874,BenzeneMeOHOHpi,0.5116007500037085,0.29979999999977736
BenzeneMeOHOHpi125,-2.8,7829.332,1.25,-348.2084774,BenzeneMeOHOHpi,1.6473757500352804,1.252400000000307
BenzeneMeOHOHpi150,-1.53,7830.997,1.5,-348.2063519,BenzeneMeOHOHpi,2.9811270000063814,2.9174000000002707
BenzeneMeOHOHpi200,-0.52,7832.084,2.0,-348.2046415,BenzeneMeOHOHpi,4.054403000016464,4.004399999999805
BenzeneNeopentane090,-1.86,12981.488,0.9,-430.3071379,BenzeneNeopentane,0.7697542500100099,0.7399999999997817
BenzeneNeopentane095,-2.68,12980.748,0.95,-430.3082277,BenzeneNeopentane,0.08590475004166365,0.0
BenzeneNeopentane100,-2.89,12980.895,1.0,-430.3083646,BenzeneNeopentane,0.0,0.147000000000844
BenzeneNeopentane105,-2.8,12981.87,1.05,-430.308038,BenzeneNeopentane,0.20494150003651157,1.1220000000012078
BenzeneNeopentane110,-2.57,12982.843,1.1,-430.3075262,BenzeneNeopentane,0.5260960000450723,2.095000000001164
BenzeneNeopentane125,-1.7,12983.48,1.25,-430.305998,BenzeneNeopentane,1.4850415000109933,2.731999999999971
BenzeneNeopentane150,-0.77,12984.16,1.5,-430.3045351,BenzeneNeopentane,2.403011250018608,3.412000000000262
BenzeneNeopentane200,-0.19,12984.87,2.0,-430.3035962,BenzeneNeopentane,2.992170999990776,4.122000000001208
BenzenePeptideNHpi090,-3.75,11214.576,0.9,-481.1058214,BenzenePeptideNHpi,1.3296724999672733,2.996999999999389
BenzenePeptideNHpi095,-4.96,11212.668,0.95,-481.1076115,BenzenePeptideNHpi,0.20638474996667355,1.0889999999999418
BenzenePeptideNHpi100,-5.28,11211.636,1.0,-481.1079404,BenzenePeptideNHpi,0.0,0.05700000000069849
BenzenePeptideNHpi105,-5.14,11211.579,1.05,-481.1075372,BenzenePeptideNHpi,0.25300799997057766,0.0
BenzenePeptideNHpi110,-4.78,11212.133,1.1,-481.1068077,BenzenePeptideNHpi,0.71076924999943,0.5540000000000873
BenzenePeptideNHpi125,-3.41,11213.573,1.25,-481.104365,BenzenePeptideNHpi,2.243563500000164,1.9940000000005966
BenzenePeptideNHpi150,-1.8,11215.117,1.5,-481.1017185,BenzenePeptideNHpi,3.9042422500206158,3.5380000000004657
BenzenePeptideNHpi200,-0.62,11216.103,2.0,-481.0997222,BenzenePeptideNHpi,5.156920500041451,4.5239999999994325
BenzenePyridinepipi090,-0.73,11279.183,0.9,-480.8653209,BenzenePyridinepipi,1.1170755000202917,1.9720000000015716
BenzenePyridinepipi095,-2.69,11277.211,0.95,-480.8667699,BenzenePyridinepipi,0.2078279999550432,0.0
BenzenePyridinepipi100,-3.37,11277.246,1.0,-480.8671011,BenzenePyridinepipi,0.0,0.03499999999985448
BenzenePyridinepipi105,-3.4,11277.891,1.05,-480.8668612,BenzenePyridinepipi,0.1505372499814257,0.680000000000291
BenzenePyridinepipi110,-3.13,11278.417,1.1,-480.8663788,BenzenePyridinepipi,0.45324324996909127,1.206000000000131
BenzenePyridinepipi125,-1.97,11279.205,1.25,-480.8647527,BenzenePyridinepipi,1.4736210000119172,1.9940000000005966
BenzenePyridinepipi150,-0.72,11280.117,1.5,-480.8630713,BenzenePyridinepipi,2.5286994999623857,2.9060000000008586
BenzenePyridinepipi200,-0.15,11280.616,2.0,-480.8618791,BenzenePyridinepipi,3.276804999972228,3.405000000000655
BenzenePyridineTS090,-2.09,11279.849,0.9,-480.8630632,BenzenePyridineTS,2.5163377500139177,2.1190000000005966
BenzenePyridineTS095,-3.04,11278.72,0.95,-480.8661397,BenzenePyridineTS,0.5858340000268072,0.9899999999997817
BenzenePyridineTS100,-3.32,11278.183,1.0,-480.8670733,BenzenePyridineTS,0.0,0.4530000000013388
BenzenePyridineTS105,-3.26,11277.753,1.05,-480.866969,BenzenePyridineTS,0.06544825003948063,0.023000000001047738
BenzenePyridineTS110,-3.02,11277.73,1.1,-480.8664295,BenzenePyridineTS,0.40398450003704056,0.0
BenzenePyridineTS125,-2.1,11278.846,1.25,-480.8645206,BenzenePyridineTS,1.6018192500341684,1.1159999999999854
BenzenePyridineTS150,-1.05,11280.128,1.5,-480.8626142,BenzenePyridineTS,2.79808525001863,2.3980000000010477
BenzenePyridineTS200,-0.33,11280.372,2.0,-480.8616085,BenzenePyridineTS,3.42916200007312,2.6419999999998254
BenzeneUracilpipi090,-3.53,12709.406,0.9,-647.5277053,BenzeneUracilpipi,2.1680752499960363,1.8950000000004366
BenzeneUracilpipi095,-5.22,12707.669,0.95,-647.5304454,BenzeneUracilpipi,0.4486625000135973,0.15799999999944703
BenzeneUracilpipi100,-5.71,12707.511,1.0,-647.5311604,BenzeneUracilpipi,0.0,0.0
BenzeneUracilpipi105,-5.55,12707.986,1.05,-647.5308165,BenzeneUracilpipi,0.21579724998446181,0.4750000000003638
BenzeneUracilpipi110,-5.08,12708.444,1.1,-647.5299737,BenzeneUracilpipi,0.744654249981977,0.9329999999990832
BenzeneUracilpipi125,-3.29,12709.999,1.25,-647.5270715,BenzeneUracilpipi,2.565784749982413,2.4879999999993743
BenzeneUracilpipi150,-1.36,12711.275,1.5,-647.5241647,BenzeneUracilpipi,4.389801749959588,3.763999999999214
BenzeneUracilpipi200,-0.25,12712.475,2.0,-647.5223463,BenzeneUracilpipi,5.530847750022076,4.963999999999942
BenzeneWaterOHpi090,-2.8,6145.749,0.9,-308.8918359,BenzeneWaterOHpi,0.3400422500271816,0.3029999999998836
BenzeneWaterOHpi095,-3.21,6145.446,0.95,-308.8923778,BenzeneWaterOHpi,0.0,0.0
BenzeneWaterOHpi100,-3.27,6145.744,1.0,-308.8923465,BenzeneWaterOHpi,0.01964075001887977,0.29799999999977445
BenzeneWaterOHpi105,-3.13,6146.345,1.05,-308.8920149,BenzeneWaterOHpi,0.22771975002251565,0.899000000000342
BenzeneWaterOHpi110,-2.9,6146.911,1.1,-308.8915461,BenzeneWaterOHpi,0.5218917499878444,1.4650000000001455
BenzeneWaterOHpi125,-2.1,6147.626,1.25,-308.8900758,BenzeneWaterOHpi,1.4445050000213087,2.180000000000291
BenzeneWaterOHpi150,-1.16,6148.529,1.5,-308.888465,BenzeneWaterOHpi,2.455282000009902,3.0830000000005384
BenzeneWaterOHpi200,-0.42,6149.1494,2.0,-308.8871978,BenzeneWaterOHpi,3.25044999999227,3.703400000000329
CyclopentaneCyclopentane090,-2.24,14815.826,0.9,-393.3703294,CyclopentaneCyclopentane,0.49886249998235144,0.21699999999873398
CyclopentaneCyclopentane095,-2.84,14815.609,0.95,-393.3711244,CyclopentaneCyclopentane,0.0,0.0
CyclopentaneCyclopentane105,-2.86,14816.321,1.05,-393.3707556,CyclopentaneCyclopentane,0.23142200001166202,0.7119999999995343
CyclopentaneCyclopentane110,-2.6,14816.77,1.1,-393.3701981,CyclopentaneCyclopentane,0.5812532500131056,1.1610000000000582
CyclopentaneCyclopentane125,-1.71,14817.314,1.25,-393.3686566,CyclopentaneCyclopentane,1.5485444999940228,1.7049999999999272
CyclopentaneCyclopentane150,-0.79,14818.491,1.5,-393.3671982,CyclopentaneCyclopentane,2.4636904999788385,2.881999999999607
CyclopentaneCyclopentane200,-0.2,14818.426,2.0,-393.3662173,CyclopentaneCyclopentane,3.0792052499891724,2.816999999999098
CyclopentaneNeopentane090,-1.61,14548.878,0.9,-394.5829177,CyclopentaneNeopentane,0.5086515000148211,0.1890000000003056
CyclopentaneNeopentane095,-2.25,14548.689,0.95,-394.5837084,CyclopentaneNeopentane,0.012487250030972064,0.0
CyclopentaneNeopentane100,-2.41,14549.15,1.0,-394.5837283,CyclopentaneNeopentane,0.0,0.4609999999993306
CyclopentaneNeopentane105,-2.33,14549.566,1.05,-394.5834101,CyclopentaneNeopentane,0.19967050003469922,0.8770000000004075
CyclopentaneNeopentane110,-2.14,14549.853,1.1,-394.5829734,CyclopentaneNeopentane,0.4736997500003781,1.1639999999988504
CyclopentaneNeopentane125,-1.47,14550.424,1.25,-394.5817249,CyclopentaneNeopentane,1.2571335000393447,1.735000000000582
CyclopentaneNeopentane150,-0.71,14551.383,1.5,-394.5805013,CyclopentaneNeopentane,2.024942500022007,2.6939999999995052
CyclopentaneNeopentane200,-0.19,14551.545,2.0,-394.5796546,CyclopentaneNeopentane,2.556246749998536,2.855999999999767
EthenePentane090,-1.66,8964.548,0.9,-276.531728,EthenePentane,0.20356100000208244,0.15999999999985448
EthenePentane095,-1.97,8964.388,0.95,-276.5320524,EthenePentane,0.0,0.0
EthenePentane100,-1.99,8964.504,1.0,-276.5319271,EthenePentane,0.07862575000035577,0.11599999999998545
EthenePentane105,-1.86,8964.718,1.05,-276.5316022,EthenePentane,0.2825005000049714,0.32999999999992724
EthenePentane110,-1.67,8965.038,1.1,-276.5312104,EthenePentane,0.5283549999876413,0.6499999999996362
EthenePentane125,-1.09,8965.848,1.25,-276.5301753,EthenePentane,1.1778802500048187,1.4599999999991269
EthenePentane150,-0.49,8966.282,1.5,-276.529186,EthenePentane,1.798666000016965,1.8939999999984138
EthenePentane200,-0.12,8966.61,2.0,-276.5285213,EthenePentane,2.2157652500027325,2.2219999999997526
EthyneAcOHOHpi090,-4.28,4703.743,0.9,-306.6366276,EthyneAcOHOHpi,0.560106499993708,0.23960000000079162
EthyneAcOHOHpi095,-4.78,4703.5034,0.95,-306.6374255,EthyneAcOHOHpi,0.059424249979201704,0.0
EthyneAcOHOHpi100,-4.86,4703.597,1.0,-306.6375202,EthyneAcOHOHpi,0.0,0.09360000000015134
EthyneAcOHOHpi105,-4.69,4703.6597,1.05,-306.6371984,EthyneAcOHOHpi,0.20192949997726828,0.15630000000055588
EthyneAcOHOHpi110,-4.39,4703.9043,1.1,-306.6366449,EthyneAcOHOHpi,0.5492507499584462,0.40090000000054715
EthyneAcOHOHpi125,-3.26,4705.4126,1.25,-306.6346337,EthyneAcOHOHpi,1.8112787499849219,1.9092000000000553
EthyneAcOHOHpi150,-1.77,4706.7197,1.5,-306.6321092,EthyneAcOHOHpi,3.39540249996935,3.2163000000000466
EthyneAcOHOHpi200,-0.56,4707.54,2.0,-306.6300952,EthyneAcOHOHpi,4.659187499957625,4.036600000000362
EthyneEthyneTS090,-1.21,2765.624,0.9,-154.7718923,EthyneEthyneTS,0.2796139999991283,0.33049999999957436
EthyneEthyneTS095,-1.47,2765.4697,0.95,-154.7722909,EthyneEthyneTS,0.029492499990737997,0.17619999999988067
EthyneEthyneTS100,-1.52,2765.2935,1.0,-154.7723379,EthyneEthyneTS,0.0,0.0
EthyneEthyneTS105,-1.46,2765.3662,1.05,-154.7721935,EthyneEthyneTS,0.09061099999235012,0.07269999999971333
EthyneEthyneTS110,-1.35,2765.7178,1.1,-154.7719699,EthyneEthyneTS,0.23092000000178814,0.4242999999996755
EthyneEthyneTS125,-0.93,2766.2378,1.25,-154.7712493,EthyneEthyneTS,0.6830964999971911,0.9442999999996573
EthyneEthyneTS150,-0.46,2766.346,1.5,-154.77045,EthyneEthyneTS,1.184657249978045,1.0524999999997817
EthyneEthyneTS200,-0.14,2766.441,2.0,-154.7698658,EthyneEthyneTS,1.5512427499925252,1.1474999999995816
EthynePentane090,-1.13,8524.445,0.9,-275.2781921,EthynePentane,0.4680522499838844,0.8850000000002183
EthynePentane095,-1.63,8523.718,0.95,-275.2788698,EthynePentane,0.042795499990461394,0.15800000000126602
EthynePentane100,-1.75,8523.56,1.0,-275.278938,EthynePentane,0.0,0.0
EthynePentane105,-1.68,8523.827,1.05,-275.2787236,EthynePentane,0.1345359999977518,0.2669999999998254
EthynePentane110,-1.52,8524.091,1.1,-275.2784092,EthynePentane,0.3318219999782741,0.5310000000008586
EthynePentane125,-0.98,8524.623,1.25,-275.2774802,EthynePentane,0.9147694999701343,1.0630000000001019
EthynePentane150,-0.42,8525.076,1.5,-275.2765956,EthynePentane,1.4698559999815188,1.5159999999996217
EthynePentane200,-0.1,8525.396,2.0,-275.2760202,EthynePentane,1.8309194999746978,1.8360000000011496
EthyneWaterCHO090,-2.52,1688.4878,0.9,-153.8685339,EthyneWaterCHO,0.3209035000036238,0.9933000000000902
EthyneWaterCHO095,-2.8,1687.7954,0.95,-153.868974,EthyneWaterCHO,0.044740750003256835,0.300899999999956
EthyneWaterCHO100,-2.85,1687.4945,1.0,-153.8690453,EthyneWaterCHO,0.0,0.0
EthyneWaterCHO105,-2.76,1687.5984,1.05,-153.8688995,EthyneWaterCHO,0.09148950000235345,0.10390000000006694
EthyneWaterCHO110,-2.6,1688.0245,1.1,-153.8686362,EthyneWaterCHO,0.25671025000337977,0.5299999999999727
EthyneWaterCHO125,-1.98,1688.9143,1.25,-153.8676617,EthyneWaterCHO,0.8682089999929303,1.4197999999998956
EthyneWaterCHO150,-1.17,1689.7498,1.5,-153.866385,EthyneWaterCHO,1.6693382499943255,2.255300000000034
EthyneWaterCHO200,-0.46,1690.0188,2.0,-153.8652313,EthyneWaterCHO,2.3932849999982864,2.5243000000000393
MeNH2MeNH2090,-3.7,4795.984,0.9,-191.845285,MeNH2MeNH2,0.4634714999992866,0.9185999999999694
MeNH2MeNH2095,-4.09,4795.3477,0.95,-191.8459362,MeNH2MeNH2,0.054843499980052,0.2822999999998501
MeNH2MeNH2100,-4.15,4795.0654,1.0,-191.8460236,MeNH2MeNH2,0.0,0.0
MeNH2MeNH2105,-4.01,4795.1113,1.05,-191.8457746,MeNH2MeNH2,0.15624749999551568,0.04589999999916472
MeNH2MeNH2110,-3.75,4795.4653,1.1,-191.8453428,MeNH2MeNH2,0.4272019999916665,0.39989999999943393
MeNH2MeNH2125,-2.79,4796.9185,1.25,-191.8437457,MeNH2MeNH2,1.4293822499894304,1.8530999999993583
MeNH2MeNH2150,-1.31,4798.242,1.5,-191.841331,MeNH2MeNH2,2.9446064999938244,3.1765999999997803
MeNH2MeNH2200,-0.39,4798.7817,2.0,-191.8398255,MeNH2MeNH2,3.889307749996078,3.716299999999137
MeNH2MeOH090,-2.81,4387.0083,0.9,-211.721074,MeNH2MeOH,0.2343712500296533,0.5973000000003594
MeNH2MeOH095,-3.04,4386.5786,0.95,-211.7214475,MeNH2MeOH,0.0,0.16759999999976571
MeNH2MeOH100,-3.04,4386.4224,1.0,-211.7214442,MeNH2MeOH,0.002070750022539869,0.011400000000321597
MeNH2MeOH105,-2.9,4386.411,1.05,-211.7212266,MeNH2MeOH,0.13861475003068335,0.0
