mol_id,conf_id,scan,b3lyp_energy,mm_energy,b3lyp_relative_energy,mm_relative_energy
6,2,-150,-537791.9,-1.3866562,0,7.1517968000000005
6,3,-135,-537791.8,3.2692885,0.0999999999767169,11.8077415
6,4,-120,-537790.44,6.5232573,1.4600000000791624,15.061710300000001
6,5,-105,-537789.2,10.39034,2.700000000069849,18.928793
6,6,-90,-537789.94,10.090673,1.9600000000791624,18.629126
6,7,-75,-537790.1,7.7290235,1.800000000046566,16.2674765
6,8,-60,-537790.56,3.214825,1.3399999999674037,11.753278
6,9,-45,-537791.2,-1.8895495,0.7000000000698492,6.6489035
6,10,-30,-537791.56,-5.8146887,0.3399999999674037,2.723764300000001
6,11,-15,-537791.5,-7.9724503,0.400000000023283,0.5660027000000003
6,12,0,-537791,-8.538453,0.9000000000232831,0
6,13,15,-537791.5,-7.973363,0.400000000023283,0.5650900000000005
6,14,30,-537791.56,-5.8146214,0.3399999999674037,2.7238316000000005
6,15,45,-537791.2,-1.8849207,0.7000000000698492,6.6535323
6,16,60,-537790.56,3.2166147,1.3399999999674037,11.755067700000001
6,17,75,-537790.1,7.728479,1.800000000046566,16.266932
6,18,90,-537789.94,10.107287,1.9600000000791624,18.64574
6,19,105,-537789.2,10.388328,2.700000000069849,18.926781
6,20,120,-537790.44,6.5532737,1.4600000000791624,15.0917267
6,21,135,-537791.44,2.4555585,0.4600000000791624,10.994011500000001
6,22,150,-537791.9,-1.3809762,0,7.1574768
6,23,165,-537791.56,-3.979045,0.3399999999674037,4.559408
6,24,180,-537790.75,-5.2578187,1.150000000023283,3.280634300000001
7,1,-165,-303955.53,26.880688,4.269999999960419,5.401232
7,2,-150,-303954.56,27.297464,5.239999999990687,5.8180080000000025
7,3,-135,-303953.6,27.997581,6.2000000000116415,6.518125000000001
7,4,-120,-303953.44,28.204075,6.35999999998603,6.724619000000001
7,5,-105,-303954.47,27.509045,5.330000000016298,6.029589000000001
7,6,-90,-303956.4,26.044567,3.3999999999650754,4.565111000000002
7,7,-75,-303958.44,24.244926,1.3599999999860302,2.7654700000000005
7,8,-60,-303959.78,22.603374,0.0199999999604187,1.1239179999999998
7,9,-45,-303959.8,21.590792,0,0.11133600000000143
7,10,-30,-303958.56,21.479456,1.2399999999906868,0
7,11,-15,-303957.06,22.694878,2.7399999999906868,1.2154220000000002
7,12,0,-303956.28,24.09151,3.519999999960419,2.6120540000000005
7,13,15,-303956.56,22.939861,3.2399999999906868,1.4604050000000015
7,14,30,-303958.1,21.70596,1.7000000000116415,0.22650400000000204
7,15,45,-303959.25,21.981062,0.5499999999883585,0.5016060000000024
7,16,60,-303959.22,23.120914,0.5800000000162981,1.641458
7,17,75,-303957.78,24.712221,2.019999999960419,3.2327650000000006
7,18,90,-303955.66,26.385326,4.14000000001397,4.90587
7,19,105,-303954.06,27.965755,5.739999999990687,6.4862990000000025
7,20,120,-303953.38,28.863644,6.419999999983702,7.384188000000002
7,21,135,-303953.2,28.023125,6.599999999976717,6.543669000000001
7,22,150,-303954.22,27.283401,5.580000000016298,5.803945000000002
7,23,165,-303955.1,27.047718,4.7000000000116415,5.568262000000001
7,24,180,-303956.06,27.162905,3.739999999990687,5.6834489999999995
8,1,-165,-382736.22,-129.87639,0.5600000000558794,0.08629000000001952
8,2,-150,-382734.7,-129.29607,2.080000000016298,0.6666100000000199
8,3,-135,-382732.9,-127.15934,3.8800000000046566,2.8033400000000057
8,4,-120,-382731.12,-126.2905,5.660000000032596,3.6721800000000115
8,5,-105,-382729.53,-125.54983,7.25,4.412850000000006
8,6,-90,-382728.47,-124.83833,8.31000000005588,5.124350000000007
8,7,-75,-382728.2,-124.35318,8.580000000016298,5.609500000000011
8,8,-60,-382728.72,-123.79937,8.06000000005588,6.16331000000001
8,9,-45,-382729.94,-123.34354,6.840000000025611,6.619140000000002
8,10,-30,-382731.25,-123.46164,5.53000000002794,6.501040000000003
8,11,-15,-382732.16,-123.5829,4.620000000053551,6.379780000000011
8,12,0,-382732.3,-123.20331,4.480000000039581,6.759370000000004
8,13,15,-382732.16,-123.580246,4.620000000053551,6.3824340000000035
8,14,30,-382731.25,-123.47498,5.53000000002794,6.487700000000004
8,15,45,-382729.94,-123.34346,6.840000000025611,6.619220000000013
8,16,60,-382728.72,-123.79459,8.06000000005588,6.1680900000000065
8,17,75,-382728.2,-124.357864,8.580000000016298,5.604816
8,18,90,-382728.47,-124.84222,8.31000000005588,5.1204600000000084
8,19,105,-382729.53,-125.5553,7.25,4.407380000000003
8,20,120,-382731.12,-126.292,5.660000000032596,3.6706800000000044
8,21,135,-382732.9,-127.16303,3.8800000000046566,2.7996499999999997
8,22,150,-382734.72,-129.25735,2.06000000005588,0.7053300000000036
8,23,165,-382736.22,-129.81868,0.5600000000558794,0.14400000000000546
8,24,180,-382736.78,-129.96268,0,0
9,1,-165,-358038.28,29.507063,0.3799999999464489,3.7257479999999994
9,2,-150,-358038.44,26.630152,0.2199999999720603,0.8488369999999996
9,3,-135,-358038.62,25.792023,0.0399999999790452,0.01070800000000105
9,4,-120,-358038.62,25.887505,0.0399999999790452,0.10619000000000156
9,5,-105,-358038.6,26.241325,0.0599999999976716,0.4600100000000005
9,6,-90,-358038.56,26.3782,0.0999999999767169,0.5968850000000003
9,7,-75,-358038.6,26.13736,0.0599999999976716,0.3560450000000017
9,8,-60,-358038.66,25.781315,0,0
9,9,-45,-358038.56,25.911974,0.0999999999767169,0.1306590000000014
9,10,-30,-358038.38,27.264217,0.279999999969732,1.4829019999999993
9,11,-15,-358038.28,29.816092,0.3799999999464489,4.034777000000002
9,12,0,-358038.28,30.596725,0.3799999999464489,4.81541
9,13,15,-358038.28,29.818895,0.3799999999464489,4.037580000000002
9,14,30,-358038.38,27.264221,0.279999999969732,1.4829059999999998
9,15,45,-358038.56,25.911974,0.0999999999767169,0.1306590000000014
9,16,60,-358038.66,25.781315,0,0
9,17,75,-358038.6,26.132519,0.0599999999976716,0.3512039999999992
9,18,90,-358038.56,26.375532,0.0999999999767169,0.5942170000000004
9,19,105,-358038.6,26.241322,0.0599999999976716,0.46000700000000094
9,20,120,-358038.62,25.887505,0.0399999999790452,0.10619000000000156
9,21,135,-358038.62,25.792019,0.0399999999790452,0.010704000000000491
9,22,150,-358038.44,26.630154,0.2199999999720603,0.8488390000000017
9,23,165,-358038.28,29.507063,0.3799999999464489,3.7257479999999994
9,24,180,-358038.28,30.599281,0.3799999999464489,4.817966000000002
10,1,-165,-372779.6,6.310808,0.4600000000209547,0.20010549999999938
10,2,-150,-372779,6.954595,1.0599999999976717,0.8438924999999999
10,3,-135,-372778.38,7.7382793,1.679999999993015,1.6275768
10,4,-120,-372778.47,9.223839,1.5900000000256114,3.1131364999999995
10,5,-105,-372779.03,8.49322,1.029999999969732,2.3825175000000005
10,6,-90,-372779.62,7.995811,0.4400000000023283,1.8851084999999994
10,7,-75,-372780.03,7.7072206,0.029999999969732,1.5965181
10,8,-60,-372779.7,8.193819,0.3599999999860301,2.083116499999999
10,9,-45,-372778.62,9.242916,1.4400000000023283,3.132213499999999
10,10,-30,-372777.3,10.545471,2.760000000009313,4.434768499999999
10,11,-15,-372776.06,11.6973295,4,5.586627
10,12,0,-372775.47,12.164014,4.590000000025611,6.0533114999999995
10,13,15,-372776.06,11.699208,4,5.5885055
10,14,30,-372777.28,10.53022,2.779999999969732,4.4195174999999995
10,15,45,-372778.62,9.243988,1.4400000000023283,3.1332854999999995
10,16,60,-372779.7,8.194349,0.3599999999860301,2.0836465000000004
10,17,75,-372780.03,7.7095437,0.029999999969732,1.5988411999999999
10,18,90,-372779.62,8.016195,0.4400000000023283,1.9054924999999994
10,19,105,-372779.03,8.485657,1.029999999969732,2.3749544999999994
10,20,120,-372778.5,9.232742,1.5599999999976717,3.1220394999999996
10,21,135,-372778.38,7.7938285,1.679999999993015,1.6831259999999997
10,22,150,-372779,6.9044743,1.0599999999976717,0.7937718
10,23,165,-372779.44,6.6339912,0.6199999999953434,0.5232886999999993
10,24,180,-372780.06,6.1107025,0,0
11,1,-165,-469086.84,29.914656,0.1299999999464489,1.4420280000000005
11,2,-150,-469086.97,28.800692,0,0.32806400000000124
11,3,-135,-469086.5,28.472628,0.4699999999720603,0
11,4,-120,-469085.62,28.754417,1.349999999976717,0.28178899999999985
11,5,-105,-469084.75,29.361012,2.2199999999720603,0.8883839999999985
11,6,-90,-469084.34,29.784382,2.629999999946449,1.3117540000000005
11,7,-75,-469084.8,29.477053,2.169999999983702,1.0044250000000012
11,8,-60,-469085.72,28.864363,1.25,0.3917350000000006
11,9,-45,-469086.6,28.490704,0.3699999999953434,0.018076000000000647
11,10,-30,-469086.97,28.891743,0,0.41911500000000146
11,11,-15,-469086.78,30.166706,0.1899999999441206,1.694078000000001
11,12,0,-469086.1,32.052814,0.8699999999953434,3.5801859999999976
11,13,15,-469086.78,30.16709,0.1899999999441206,1.6944620000000015
11,14,30,-469086.97,28.88717,0,0.41454200000000085
11,15,45,-469086.6,28.490334,0.3699999999953434,0.017706000000000444
11,16,60,-469085.72,28.864435,1.25,0.391807
11,17,75,-469084.8,29.495628,2.169999999983702,1.0229999999999997
11,18,90,-469084.34,29.784382,2.629999999946449,1.3117540000000005
11,19,105,-469084.75,29.328175,2.2199999999720603,0.8555470000000014
11,20,120,-469085.62,28.78594,1.349999999976717,0.3133119999999998
11,21,135,-469086.5,28.47851,0.4699999999720603,0.005881999999999721
11,22,150,-469086.97,28.794813,0,0.32218500000000105
11,23,165,-469086.84,29.926699,0.1299999999464489,1.454070999999999
11,24,180,-469086.22,38.304718,1.9800000000395808,1.5025750000000002
12,1,-165,-417769.47,-67.30709,4.370000000053551,3.1026159999999976
12,2,-150,-417771.88,-65.99929,1.9600000000209548,4.410415999999998
12,3,-135,-417772.9,-67.8655,0.9400000000023284,2.5442060000000026
12,4,-120,-417773.6,-69.379005,0.2400000000488944,1.0307009999999934
12,5,-105,-417773.84,-70.38657,0,0.023135999999993828
12,6,-90,-417773.66,-69.66572,0.1800000000512227,0.7439860000000067
12,7,-75,-417772.3,-70.409706,1.540000000037253,0
12,8,-60,-417770.78,-66.40509,3.059999999997672,4.004615999999999
12,9,-45,-417769.6,-63.746223,4.240000000048894,6.663482999999999
12,10,-30,-417767.44,-61.574368,6.400000000023283,8.835338
12,11,-15,-417767.75,-62.54238,6.090000000025611,7.8673259999999985
12,12,0,-417767.75,-62.070972,6.090000000025611,8.338734000000002
12,13,15,-417768.12,-62.2357,5.720000000030268,8.174005999999999
12,14,30,-417767.44,-61.581173,6.400000000023283,8.828533
12,15,45,-417769.6,-63.75976,4.240000000048894,6.649946
12,16,60,-417770.78,-66.39384,3.059999999997672,4.015866000000003
12,17,75,-417772.3,-70.34321,1.540000000037253,0.06649600000000078
12,18,90,-417773.66,-69.67037,0.1800000000512227,0.7393359999999944
12,19,105,-417773.84,-70.38642,0,0.023285999999998808
12,20,120,-417773.6,-69.386604,0.2400000000488944,1.0231019999999944
12,21,135,-417772.9,-67.86828,0.9400000000023284,2.5414260000000013
12,22,150,-417771.88,-66.01995,1.9600000000209548,4.3897560000000055
12,23,165,-417769.47,-67.303314,4.370000000053551,3.1063919999999996
12,24,180,-417768.53,-66.53203,5.309999999997672,3.877675999999994
13,1,-165,-338036.06,20.412008,2.220000000030268,0.14098900000000114
13,2,-150,-338036.78,20.407248,1.5,0.13622900000000016
13,3,-135,-338037.2,20.370451,1.080000000016298,0.09943200000000019
13,4,-120,-338037.12,20.401941,1.1600000000325963,0.13092200000000176
13,5,-105,-338036.53,20.564112,1.75,0.2930930000000025
13,6,-90,-338035.62,20.782402,2.6600000000325963,0.5113830000000021
13,7,-75,-338034.7,20.868208,3.580000000016298,0.5971890000000002
13,8,-60,-338034.28,20.841396,4,0.5703770000000006
13,9,-45,-338034.8,20.905033,3.480000000039581,0.6340140000000005
13,10,-30,-338036,21.039732,2.28000000002794,0.7687130000000018
13,11,-15,-338037.03,21.126726,1.25,0.8557070000000024
13,12,0,-338038.28,20.646326,0,0.3753069999999994
13,13,15,-338037.12,20.888624,1.1600000000325963,0.6176050000000011
13,14,30,-338036.22,20.966251,2.06000000005588,0.6952320000000007
13,15,45,-338035.16,20.739126,3.120000000053551,0.46810699999999983
13,16,60,-338034.62,20.697788,3.660000000032596,0.4267690000000002
13,17,75,-338034.9,20.89337,3.3800000000046566,0.6223510000000019
13,18,90,-338035.66,20.968323,2.620000000053551,0.6973040000000026
13,19,105,-338036.44,20.872944,1.8400000000256116,0.6019250000000014
13,20,120,-338036.88,20.77453,1.400000000023283,0.5035109999999996
13,21,135,-338036.9,20.726925,1.3800000000046566,0.45590600000000236
13,22,150,-338036.47,20.64576,1.8100000000558796,0.3747410000000002
13,23,165,-338035.84,20.444735,2.4400000000023283,0.17371600000000242
13,24,180,-338035.62,20.271019,2.6600000000325963,0
14,1,-165,-526139.8,-34.25725,1.599999999976717,0.4300630000000041
14,2,-150,-526139.25,-33.498867,2.150000000023283,1.188446000000006
14,3,-135,-526138.2,-32.209908,3.200000000069849,2.4774050000000045
14,4,-120,-526136.75,-30.7003,4.650000000023283,3.9870130000000046
14,5,-105,-526135.3,-29.438086,6.099999999976717,5.249227000000005
14,6,-90,-526134.6,-28.84044,6.800000000046566,5.846873000000002
14,7,-75,-526135.2,-29.505737,6.200000000069849,5.181576000000003
14,8,-60,-526136.7,-30.921293,4.700000000069849,3.7660200000000046
14,9,-45,-526138.5,-32.46325,2.900000000023283,2.224063000000001
14,10,-30,-526140,-33.72488,1.400000000023283,0.9624330000000043
14,11,-15,-526141,-34.44015,0.400000000023283,0.24716300000000047
14,12,0,-526141.4,-34.687313,0,0
14,13,15,-526141,-34.438683,0.400000000023283,0.24863000000000568
14,14,30,-526140,-33.727085,1.400000000023283,0.9602280000000007
14,15,45,-526138.5,-32.461494,2.900000000023283,2.2258190000000013
14,16,60,-526136.7,-30.92168,4.700000000069849,3.7656330000000047
14,17,75,-526135.2,-29.505423,6.200000000069849,5.181890000000003
14,18,90,-526134.6,-28.840958,6.800000000046566,5.846355000000003
14,19,105,-526135.3,-29.438086,6.099999999976717,5.249227000000005
14,20,120,-526136.75,-30.7003,4.650000000023283,3.9870130000000046
14,21,135,-526138.2,-32.20915,3.200000000069849,2.478163000000002
14,22,150,-526139.25,-33.498875,2.150000000023283,1.188438000000005
14,23,165,-526139.8,-34.25725,1.599999999976717,0.4300630000000041
14,24,180,-526140,-34.47577,1.400000000023283,0.21154300000000603
15,1,-165,-348143.66,47.542183,0.7400000000488944,0.5082730000000026
15,2,-150,-348143.5,48.948288,0.9000000000232831,1.9143779999999992
15,3,-135,-348143.25,50.050434,1.150000000023283,3.016524000000004
15,4,-120,-348143.66,50.626724,0.7400000000488944,3.592814000000004
15,5,-105,-348144.16,49.82776,0.2400000000488944,2.793849999999999
15,6,-90,-348144.4,48.65236,0,1.6184500000000028
15,7,-75,-348143.9,48.308727,0.5,1.2748169999999988
15,8,-60,-348142.6,49.506786,1.800000000046566,2.4728759999999994
15,9,-45,-348140.56,52.17515,3.8400000000256114,5.141240000000003
15,10,-30,-348138.38,55.53424,6.0200000000186265,8.500329999999998
15,11,-15,-348136.75,58.355247,7.650000000023283,11.321337
15,12,0,-348136.12,59.51948,8.28000000002794,12.485570000000003
15,13,15,-348136.75,58.351353,7.650000000023283,11.317443000000004
15,14,30,-348138.38,55.524136,6.0200000000186265,8.490226
15,15,45,-348140.56,52.186634,3.8400000000256114,5.152723999999999
15,16,60,-348142.6,49.5098,1.800000000046566,2.4758899999999997
15,17,75,-348143.9,48.30436,0.5,1.2704500000000039
15,18,90,-348144.4,48.648857,0,1.6149470000000008
15,19,105,-348144.16,49.82452,0.2400000000488944,2.790610000000001
15,20,120,-348143.66,50.62535,0.7400000000488944,3.5914399999999986
15,21,135,-348143.47,50.187885,0.9300000000512229,3.1539750000000026
15,22,150,-348143.5,48.919662,0.9000000000232831,1.8857520000000036
15,23,165,-348143.66,47.579426,0.7400000000488944,0.5455159999999992
15,24,180,-348143.72,47.03391,0.6800000000512227,0
16,1,-165,-351008.28,-7.669007,0.1599999999743886,0.2757643000000005
16,2,-150,-351007.72,-7.7966986,0.720000000030268,0.14807270000000017
16,3,-135,-351006.72,-7.46893,1.720000000030268,0.4758412999999999
16,4,-120,-351005.44,-6.6118274,3,1.3329439
16,5,-105,-351004.22,-5.544986,4.220000000030268,2.3997853000000005
16,6,-90,-351003.6,-4.957315,4.840000000025611,2.9874563
16,7,-75,-351003.88,-5.3805423,4.559999999997672,2.564229
16,8,-60,-351004.9,-6.4224215,3.539999999979045,1.5223498000000006
16,9,-45,-351006.12,-7.399911,2.320000000006985,0.5448602999999999
16,10,-30,-351007.03,-7.915238,1.4099999999743886,0.029533299999999763
16,11,-15,-351007.44,-7.9447713,1,0
16,12,0,-351007.53,-7.8704953,0.9099999999743886,0.07427600000000023
16,13,15,-351007.44,-7.9447694,1,1.8999999999991246e-06
16,14,30,-351007.03,-7.915234,1.4099999999743886,0.02953730000000032
16,15,45,-351006.12,-7.4053187,2.320000000006985,0.5394526000000006
16,16,60,-351004.9,-6.429413,3.539999999979045,1.5153583
16,17,75,-351003.88,-5.3887787,4.559999999997672,2.5559926000000006
16,18,90,-351003.6,-4.9572897,4.840000000025611,2.9874816000000006
16,19,105,-351004.22,-5.5473166,4.220000000030268,2.3974547
16,20,120,-351005.44,-6.6206527,3,1.3241186000000003
16,21,135,-351006.72,-7.4702964,1.720000000030268,0.4744749000000006
16,22,150,-351007.72,-7.7967005,0.720000000030268,0.14807080000000017
16,23,165,-351008.28,-7.6731186,0.1599999999743886,0.27165270000000064
16,24,180,-351008.44,-7.5442305,0,0.4005407999999999
17,1,-165,-382611,-97.82994,0.1599999999743886,0.1875
17,2,-150,-382610.1,-97.73028,1.0599999999976717,0.2871600000000001
17,3,-135,-382608.22,-96.94578,2.9400000000023283,1.0716599999999943
17,4,-120,-382605.62,-95.68934,5.539999999979045,2.328099999999992
17,5,-105,-382602.62,-94.12674,8.539999999979045,3.8906999999999954
17,6,-90,-382599.8,-92.53726,11.35999999998603,5.48017999999999
17,7,-75,-382597.8,-91.46085,13.35999999998603,6.55659
17,8,-60,-382597.3,-91.94163,13.85999999998603,6.07580999999999
17,9,-45,-382608.53,-96.845665,2.629999999946449,1.1717749999999967
17,10,-30,-382610.25,-97.685425,0.9099999999743886,0.3320149999999984
17,11,-15,-382611.06,-97.79488,0.0999999999767169,0.2225599999999872
17,12,0,-382611.16,-96.90826,0,1.109179999999995
17,13,15,-382611.06,-97.92145,0.0999999999767169,0.09599000000000046
17,14,30,-382610.28,-97.89146,0.879999999946449,0.12597999999999843
17,15,45,-382608.6,-97.06291,2.559999999997672,0.9545299999999912
17,16,60,-382606,-95.63556,5.159999999974389,2.3818799999999953
17,17,75,-382602.8,-93.81484,8.35999999998603,4.20259999999999
17,18,90,-382599.72,-92.20948,11.440000000002328,5.807959999999994
17,19,105,-382597.66,-91.28376,13.5,6.733679999999993
17,20,120,-382597.2,-91.71803,13.959999999962749,6.299409999999995
17,21,135,-382608.2,-97.28381,2.959999999962747,0.7336299999999909
17,22,150,-382610.03,-98.01449,1.129999999946449,0.002949999999998454
17,23,165,-382611,-98.01744,0.1599999999743886,0
17,24,180,-382611.16,-96.91335,0,1.1040899999999993
18,1,-165,-429068.03,-161.67181,2.1899999999441206,3.2763300000000015
18,2,-150,-429066.34,-160.0682,3.879999999946449,4.879940000000005
18,3,-135,-429064.22,-157.75098,6,7.197159999999997
18,4,-120,-429062.4,-151.9912,7.819999999948777,12.956940000000003
