mol_id,conf_id,scan,b3lyp_energy,mm_energy,b3lyp_relative_energy,mm_relative_energy
3,17,75,-549398.7,10797.7,0.8000000000465661,1.62109375
3,18,90,-549397.6,10799.424,1.900000000023283,3.3447265
3,19,105,-549398.6,10797.715,0.9000000000232831,1.6357422000000001
3,20,120,-549399.4,10796.725,0.0999999999767169,0.6455078000000001
3,21,135,-549399.5,10796.233,0,0.15429689999999996
3,22,150,-549399.3,10796.13,0.1999999999534338,0.05078125
3,23,165,-549398.5,10797.339,1,1.25976562
3,24,180,-549398.7,10796.949,0.8000000000465661,0.87011719
4,1,-165,-123337.586,6125.5415,0.9640000000072176,1.3613281700000002
4,2,-150,-123338,6125.0444,0.5500000000029104,0.86425786
4,3,-135,-123338.4,6124.4526,0.1500000000087311,0.27246100000000006
4,4,-120,-123338.55,6124.18,0,0
4,5,-105,-123338.375,6124.405,0.1750000000029103,0.22460940000000007
4,6,-90,-123337.94,6124.941,0.6100000000005821,0.7607422000000001
4,7,-75,-123337.28,6125.5356,1.2700000000040743,1.3554688000000001
4,8,-60,-123336.23,6126.3604,2.320000000006985,2.18017582
4,9,-45,-123334.984,6127.5366,3.56600000000617,3.3564454
4,10,-30,-123334.484,6128.7124,4.06600000000617,4.532226700000001
4,11,-15,-123334.73,6128.492,3.820000000006985,4.3120117
4,12,0,-123334.87,6128.2373,3.680000000007567,4.0571289
4,13,15,-123334.734,6128.4756,3.81600000000617,4.2954102
4,14,30,-123334.484,6128.7104,4.06600000000617,4.5302735
4,15,45,-123334.984,6127.5366,3.56600000000617,3.3564454
4,16,60,-123336.23,6126.361,2.320000000006985,2.1806641
4,17,75,-123337.28,6125.5356,1.2700000000040743,1.3554688000000001
4,18,90,-123337.94,6124.941,0.6100000000005821,0.7607422000000001
4,19,105,-123338.375,6124.405,0.1750000000029103,0.22460940000000007
4,20,120,-123338.55,6124.18,0,0
4,21,135,-123338.4,6124.452,0.1500000000087311,0.27197270000000007
4,22,150,-123338,6125.0444,0.5500000000029104,0.86425786
4,23,165,-123337.586,6125.5415,0.9640000000072176,1.3613281700000002
4,24,180,-123337.414,6125.7114,1.135999999998603,1.5312500400000002
5,1,-165,-300277.47,10350.675,4.330000000016298,3.5488280999999997
5,2,-150,-300277.5,10350.989,4.299999999988359,3.86328124
5,3,-135,-300277.75,10350.994,4.049999999988359,3.86816405
5,4,-120,-300278.2,10350.753,3.599999999976717,3.6269530999999997
5,5,-105,-300278.72,10350.836,3.080000000016298,3.7099609
5,6,-90,-300279.44,10351.179,2.35999999998603,4.0527344
5,7,-75,-300280.22,10351.184,1.580000000016298,4.0576172
5,8,-60,-300280.97,10350.505,0.8300000000162981,3.37890624
5,9,-45,-300281.56,10349.501,0.2399999999906867,2.375
5,10,-30,-300281.8,10348.463,0,1.3369140999999998
5,11,-15,-300281.78,10347.565,0.0199999999604187,0.4394530999999997
5,12,0,-300281.72,10347.126,0.0800000000162981,0
5,13,15,-300281.78,10347.565,0.0199999999604187,0.4394530999999997
5,14,30,-300281.8,10348.464,0,1.3378906
5,15,45,-300281.56,10349.501,0.2399999999906867,2.375
5,16,60,-300280.97,10350.505,0.8300000000162981,3.37890624
5,17,75,-300280.22,10351.172,1.580000000016298,4.0458984
5,18,90,-300279.44,10351.196,2.35999999998603,4.0703125
5,19,105,-300278.72,10350.837,3.080000000016298,3.7109375
5,20,120,-300278.2,10350.753,3.599999999976717,3.6269530999999997
5,21,135,-300277.75,10350.995,4.049999999988359,3.8691405999999997
5,22,150,-300277.5,10350.989,4.299999999988359,3.86328124
5,23,165,-300277.47,10350.675,4.330000000016298,3.5488280999999997
5,24,180,-300277.53,10350.509,4.269999999960419,3.3828125
6,1,-165,-537791.56,18675.477,0.3399999999674037,4.4023437
6,2,-150,-537791.9,18673.97,0,2.89648435
6,3,-135,-537791.8,18674.732,0.0999999999767169,3.6582031
6,4,-120,-537790.44,18674.535,1.4600000000791624,3.4609375
6,5,-105,-537789.2,18675.252,2.700000000069849,4.1777344
6,6,-90,-537789.94,18674.531,1.9600000000791624,3.4570312000000003
6,7,-75,-537790.1,18672.658,1.800000000046566,1.5839843500000002
6,8,-60,-537790.56,18671.316,1.3399999999674037,0.2421875
6,9,-45,-537791.2,18671.076,0.7000000000698492,0.001953100000000152
6,10,-30,-537791.56,18671.562,0.3399999999674037,0.4882812000000001
6,11,-15,-537791.5,18672.312,0.400000000023283,1.2382812
6,12,0,-537791,18673.291,0.9000000000232831,2.21679685
6,13,15,-537791.5,18672.31,0.400000000023283,1.2363281000000002
6,14,30,-537791.56,18671.562,0.3399999999674037,0.4882812000000001
6,15,45,-537791.2,18671.074,0.7000000000698492,0
6,16,60,-537790.56,18671.32,1.3399999999674037,0.2460937000000003
6,17,75,-537790.1,18672.658,1.800000000046566,1.5839843500000002
6,18,90,-537789.94,18674.525,1.9600000000791624,3.4511718
6,19,105,-537789.2,18675.25,2.700000000069849,4.1757812
6,20,120,-537790.44,18674.562,1.4600000000791624,3.4882812000000003
6,21,135,-537791.44,18673.73,0.4600000000791624,2.65624998
6,22,150,-537791.9,18673.973,0,2.89843748
6,23,165,-537791.56,18675.47,0.3399999999674037,4.3964844
6,24,180,-537790.75,18676.264,1.150000000023283,5.1894531
7,1,-165,-303955.53,14696.4375,4.269999999960419,2.4453125
7,2,-150,-303954.56,14698.1045,5.239999999990687,4.1123047
7,3,-135,-303953.6,14699.789,6.2000000000116415,5.796875
7,4,-120,-303953.44,14700.288,6.35999999998603,6.2958984000000004
7,5,-105,-303954.47,14699.209,5.330000000016298,5.2167969
7,6,-90,-303956.4,14697.15,3.3999999999650754,3.1582031400000004
7,7,-75,-303958.44,14695.054,1.3599999999860302,1.0615234
7,8,-60,-303959.78,14693.992,0.0199999999604187,0
7,9,-45,-303959.8,14694.823,0,0.8310547000000001
7,10,-30,-303958.56,14697.696,1.2399999999906868,3.70410158
7,11,-15,-303957.06,14700.863,2.7399999999906868,6.871093800000001
7,12,0,-303956.28,14702.167,3.519999999960419,8.1748047
7,13,15,-303956.56,14701.056,3.2399999999906868,7.0634765999999996
7,14,30,-303958.1,14697.984,1.7000000000116415,3.99218751
7,15,45,-303959.25,14695.233,0.5499999999883585,1.2412110000000003
7,16,60,-303959.22,14694.458,0.5800000000162981,0.4658203000000003
7,17,75,-303957.78,14695.406,2.019999999960419,1.4140625
7,18,90,-303955.66,14697.378,4.14000000001397,3.3857422
7,19,105,-303954.06,14699.302,5.739999999990687,5.3095703
7,20,120,-303953.38,14700.488,6.419999999983702,6.496093800000001
7,21,135,-303953.2,14699.965,6.599999999976717,5.9726562
7,22,150,-303954.22,14698.306,5.580000000016298,4.313476580000001
7,23,165,-303955.1,14696.776,4.7000000000116415,2.7841797
7,24,180,-303956.06,14696.014,3.739999999990687,2.0214844000000003
8,1,-165,-382736.22,13115.741,0.5600000000558794,0.7968750000000004
8,2,-150,-382734.7,13117.194,2.080000000016298,2.2500000000000004
8,3,-135,-382732.9,13118.994,3.8800000000046566,4.0498047
8,4,-120,-382731.12,13120.303,5.660000000032596,5.358398500000001
8,5,-105,-382729.53,13121.373,7.25,6.428711000000001
8,6,-90,-382728.47,13122.258,8.31000000005588,7.3134766
8,7,-75,-382728.2,13122.675,8.580000000016298,7.730468800000001
8,8,-60,-382728.72,13122.288,8.06000000005588,7.34375
8,9,-45,-382729.94,13121.067,6.840000000025611,6.1230469
8,10,-30,-382731.25,13119.301,5.53000000002794,4.35644535
8,11,-15,-382732.16,13118.063,4.620000000053551,3.1191407000000004
8,12,0,-382732.3,13117.978,4.480000000039581,3.0332032000000004
8,13,15,-382732.16,13118.063,4.620000000053551,3.1191407000000004
8,14,30,-382731.25,13119.32,5.53000000002794,4.3759766
8,15,45,-382729.94,13121.068,6.840000000025611,6.124023500000001
8,16,60,-382728.72,13122.29,8.06000000005588,7.345703200000001
8,17,75,-382728.2,13122.663,8.580000000016298,7.71875
8,18,90,-382728.47,13122.258,8.31000000005588,7.3134766
8,19,105,-382729.53,13121.373,7.25,6.428711000000001
8,20,120,-382731.12,13120.301,5.660000000032596,5.35644535
8,21,135,-382732.9,13118.989,3.8800000000046566,4.0449219
8,22,150,-382734.72,13117.159,2.06000000005588,2.2148438000000006
8,23,165,-382736.22,13115.52,0.5600000000558794,0.5751954000000001
8,24,180,-382736.78,13114.944,0,0
9,1,-165,-358038.28,11237.628,0.3799999999464489,2.0898437000000003
9,2,-150,-358038.44,11236.268,0.2199999999720603,0.729492188
9,3,-135,-358038.62,11235.639,0.0399999999790452,0.10058593999999998
9,4,-120,-358038.62,11235.543,0.0399999999790452,0.004882799999999965
9,5,-105,-358038.6,11235.668,0.0599999999976716,0.12988279999999996
9,6,-90,-358038.56,11235.729,0.0999999999767169,0.19042970000000004
9,7,-75,-358038.6,11235.638,0.0599999999976716,0.09960939999999996
9,8,-60,-358038.66,11235.538,0,0
9,9,-45,-358038.56,11235.74,0.0999999999767169,0.20214843999999998
9,10,-30,-358038.38,11236.604,0.279999999969732,1.0654297
9,11,-15,-358038.28,11237.747,0.3799999999464489,2.2089844000000003
9,12,0,-358038.28,11237.994,0.3799999999464489,2.4560547
9,13,15,-358038.28,11237.742,0.3799999999464489,2.2041016
9,14,30,-358038.38,11236.603,0.279999999969732,1.06445312
9,15,45,-358038.56,11235.74,0.0999999999767169,0.20214843999999998
9,16,60,-358038.66,11235.538,0,0
9,17,75,-358038.6,11235.646,0.0599999999976716,0.10839843999999998
9,18,90,-358038.56,11235.731,0.0999999999767169,0.19335939999999996
9,19,105,-358038.6,11235.668,0.0599999999976716,0.12988279999999996
9,20,120,-358038.62,11235.543,0.0399999999790452,0.004882799999999965
9,21,135,-358038.62,11235.639,0.0399999999790452,0.10058593999999998
9,22,150,-358038.44,11236.268,0.2199999999720603,0.729492188
9,23,165,-358038.28,11237.628,0.3799999999464489,2.0898437000000003
9,24,180,-358038.28,11237.994,0.3799999999464489,2.4560547
10,1,-165,-372779.6,12962.814,0.4600000000209547,1.11621095
10,2,-150,-372779,12963.521,1.0599999999976717,1.8232422
10,3,-135,-372778.38,12964.005,1.679999999993015,2.30664064
10,4,-120,-372778.47,12964.774,1.5900000000256114,3.0761719
10,5,-105,-372779.03,12963.95,1.029999999969732,2.25195314
10,6,-90,-372779.62,12962.947,0.4400000000023283,1.24902345
10,7,-75,-372780.03,12961.809,0.029999999969732,0.1103516
10,8,-60,-372779.7,12961.698,0.3599999999860301,0
10,9,-45,-372778.62,12962.662,1.4400000000023283,0.9638671999999999
10,10,-30,-372777.3,12964.221,2.760000000009313,2.52246095
10,11,-15,-372776.06,12965.654,4,3.9560547
10,12,0,-372775.47,12966.319,4.590000000025611,4.6210938
10,13,15,-372776.06,12965.652,4,3.9541015999999996
10,14,30,-372777.28,12964.216,2.779999999969732,2.51757814
10,15,45,-372778.62,12962.662,1.4400000000023283,0.9638671999999999
10,16,60,-372779.7,12961.7,0.3599999999860301,0.00195309999999993
10,17,75,-372780.03,12961.807,0.029999999969732,0.1083984
10,18,90,-372779.62,12962.956,0.4400000000023283,1.2578125
10,19,105,-372779.03,12963.946,1.029999999969732,2.2480469
10,20,120,-372778.5,12964.774,1.5599999999976717,3.0761719
10,21,135,-372778.38,12963.982,1.679999999993015,2.2841797
10,22,150,-372779,12963.489,1.0599999999976717,1.79101564
10,23,165,-372779.44,12963.142,0.6199999999953434,1.4433593999999998
10,24,180,-372780.06,12962.921,0,1.22265626
11,1,-165,-469086.84,17440.295,0.1299999999464489,0.16601559999999993
11,2,-150,-469086.97,17440.137,0,0.0078125
11,3,-135,-469086.5,17440.74,0.4699999999720603,0.6113280999999999
11,4,-120,-469085.62,17442.01,1.349999999976717,1.88085935
11,5,-105,-469084.75,17443.469,2.2199999999720603,3.3398437
11,6,-90,-469084.34,17444.17,2.629999999946449,4.0410156
11,7,-75,-469084.8,17443.447,2.169999999983702,3.3183594
11,8,-60,-469085.72,17441.975,1.25,1.8457031
11,9,-45,-469086.6,17440.697,0.3699999999953434,0.5683593499999999
11,10,-30,-469086.97,17440.129,0,0
11,11,-15,-469086.78,17440.314,0.1899999999441206,0.1855468
11,12,0,-469086.1,17440.959,0.8699999999953434,0.8300780999999999
11,13,15,-469086.78,17440.316,0.1899999999441206,0.1875
11,14,30,-469086.97,17440.129,0,0
11,15,45,-469086.6,17440.7,0.3699999999953434,0.5703124999999999
11,16,60,-469085.72,17441.975,1.25,1.8457031
11,17,75,-469084.8,17443.455,2.169999999983702,3.3261718
11,18,90,-469084.34,17444.17,2.629999999946449,4.0410156
11,19,105,-469084.75,17443.469,2.2199999999720603,3.3398437
11,20,120,-469085.62,17442,1.349999999976717,1.87109372
11,21,135,-469086.5,17440.74,0.4699999999720603,0.6113280999999999
11,22,150,-469086.97,17440.14,0,0.01171869999999986
11,23,165,-469086.84,17440.297,0.1299999999464489,0.16796869999999986
11,24,180,-469086.22,17440.947,0.75,0.8183593499999999
12,1,-165,-417769.47,13854.379,4.370000000053551,4.4042969
12,2,-150,-417771.88,13854.089,1.9600000000209548,4.1142578
12,3,-135,-417772.9,13852.85,0.9400000000023284,2.875
12,4,-120,-417773.6,13851.431,0.2400000000488944,1.4560547000000001
12,5,-105,-417773.84,13850.229,0,0.25390619999999986
12,6,-90,-417773.66,13849.996,0.1800000000512227,0.021484399999999848
12,7,-75,-417772.3,13849.975,1.540000000037253,0
12,8,-60,-417770.78,13851.745,3.059999999997672,1.7705078
12,9,-45,-417769.6,13853.359,4.240000000048894,3.38476562
12,10,-30,-417767.44,13857.662,6.400000000023283,7.6875
12,11,-15,-417767.75,13861.043,6.090000000025611,11.0683594
12,12,0,-417767.75,13861.151,6.090000000025611,11.176758
12,13,15,-417768.12,13860.782,5.720000000030268,10.807617
12,14,30,-417767.44,13857.668,6.400000000023283,7.6933594
12,15,45,-417769.6,13853.417,4.240000000048894,3.4423828
12,16,60,-417770.78,13851.751,3.059999999997672,1.7763672
12,17,75,-417772.3,13849.984,1.540000000037253,0.009765600000000152
12,18,90,-417773.66,13849.991,0.1800000000512227,0.016601599999999994
12,19,105,-417773.84,13850.229,0,0.25390619999999986
12,20,120,-417773.6,13851.423,0.2400000000488944,1.4482422000000001
12,21,135,-417772.9,13852.839,0.9400000000023284,2.8642578
12,22,150,-417771.88,13854.092,1.9600000000209548,4.1171875
12,23,165,-417769.47,13854.387,4.370000000053551,4.4121094
12,24,180,-417768.53,13854.893,5.309999999997672,4.9179688
13,1,-165,-338036.06,11630.704,2.220000000030268,2.61914058
13,2,-150,-338036.78,11629.678,1.5,1.5927734
13,3,-135,-338037.2,11628.796,1.080000000016298,0.7109373999999999
13,4,-120,-338037.12,11628.599,1.1600000000325963,0.5136717999999998
13,5,-105,-338036.53,11629.376,1.75,1.2910156
13,6,-90,-338035.62,11630.953,2.6600000000325963,2.8681639999999997
13,7,-75,-338034.7,11632.543,3.580000000016298,4.4580078
13,8,-60,-338034.28,11633.186,4,5.1005859000000004
13,9,-45,-338034.8,11632.569,3.480000000039581,4.484375
13,10,-30,-338036,11631.069,2.28000000002794,2.98437495
13,11,-15,-338037.03,11629.746,1.25,1.6611327599999999
13,12,0,-338038.28,11628.085,0,0
13,13,15,-338037.12,11629.657,1.1600000000325963,1.5722655999999997
13,14,30,-338036.22,11630.9375,2.06000000005588,2.8525389999999997
13,15,45,-338035.16,11632.343,3.120000000053551,4.2578124
13,16,60,-338034.62,11632.977,3.660000000032596,4.8916015
13,17,75,-338034.9,11632.454,3.3800000000046566,4.3691406
13,18,90,-338035.66,11630.954,2.620000000053551,2.86914058
13,19,105,-338036.44,11629.505,1.8400000000256116,1.4199217999999998
13,20,120,-338036.88,11628.806,1.400000000023283,0.7207030999999999
13,21,135,-338036.9,11629.055,1.3800000000046566,0.9697264999999999
13,22,150,-338036.47,11629.919,1.8100000000558796,1.8339843
13,23,165,-338035.84,11630.794,2.4400000000023283,2.70898432
13,24,180,-338035.62,11631.073,2.6600000000325963,2.9882812
14,1,-165,-526139.8,9750.821,1.599999999976717,2.0771483999999996
14,2,-150,-526139.25,9751.901,2.150000000023283,3.1572264999999997
14,3,-135,-526138.2,9753.65,3.200000000069849,4.906249975
14,4,-120,-526136.75,9755.605,4.650000000023283,6.8613281
14,5,-105,-526135.3,9757.104,6.099999999976717,8.359375
14,6,-90,-526134.6,9757.852,6.800000000046566,9.107421800000001
14,7,-75,-526135.2,9757.497,6.200000000069849,8.7529296
14,8,-60,-526136.7,9755.592,4.700000000069849,6.847656199999999
14,9,-45,-526138.5,9752.952,2.900000000023283,4.2080078
14,10,-30,-526140,9750.639,1.400000000023283,1.8945311999999999
14,11,-15,-526141,9749.206,0.400000000023283,0.46191399999999927
14,12,0,-526141.4,9748.744,0,0
14,13,15,-526141,9749.204,0.400000000023283,0.45996089999999956
14,14,30,-526140,9750.64,1.400000000023283,1.8955077999999999
14,15,45,-526138.5,9752.948,2.900000000023283,4.20410154
14,16,60,-526136.7,9755.599,4.700000000069849,6.854492199999999
14,17,75,-526135.2,9757.498,6.200000000069849,8.7539062
14,18,90,-526134.6,9757.85,6.800000000046566,9.1054686
14,19,105,-526135.3,9757.104,6.099999999976717,8.359375
14,20,120,-526136.75,9755.606,4.650000000023283,6.8623046
14,21,135,-526138.2,9753.653,3.200000000069849,4.9091796599999995
14,22,150,-526139.25,9751.901,2.150000000023283,3.1572264999999997
14,23,165,-526139.8,9750.821,1.599999999976717,2.0771483999999996
14,24,180,-526140,9750.466,1.400000000023283,1.7216795999999999
15,1,-165,-348143.66,11436.803,0.7400000000488944,0.5849609000000002
15,2,-150,-348143.5,11437.718,0.9000000000232831,1.5
15,3,-135,-348143.25,11438.352,1.150000000023283,2.13378908
15,4,-120,-348143.66,11437.523,0.7400000000488944,1.3056641000000002
15,5,-105,-348144.16,11436.953,0.2400000000488944,0.7353516000000002
15,6,-90,-348144.4,11436.264,0,0.045898500000000286
15,7,-75,-348143.9,11436.22,0.5,0.001953100000000152
15,8,-60,-348142.6,11437.339,1.800000000046566,1.1210938000000001
15,9,-45,-348140.56,11439.496,3.8400000000256114,3.2783203000000003
15,10,-30,-348138.38,11441.944,6.0200000000186265,5.7265625
15,11,-15,-348136.75,11443.787,7.650000000023283,7.5693359000000004
15,12,0,-348136.12,11444.506,8.28000000002794,8.2880859
15,13,15,-348136.75,11443.78,7.650000000023283,7.5625
15,14,30,-348138.38,11441.936,6.0200000000186265,5.7177735
15,15,45,-348140.56,11439.512,3.8400000000256114,3.2939453000000003
15,16,60,-348142.6,11437.361,1.800000000046566,1.1435547000000001
15,17,75,-348143.9,11436.218,0.5,0
15,18,90,-348144.4,11436.265,0,0.046875
15,19,105,-348144.16,11436.95,0.2400000000488944,0.7324219000000001
15,20,120,-348143.66,11437.511,0.7400000000488944,1.2929688000000001
15,21,135,-348143.47,11437.649,0.9300000000512229,1.4316406400000001
15,22,150,-348143.5,11437.645,0.9000000000232831,1.4267578000000003
15,23,165,-348143.66,11437.119,0.7400000000488944,0.9013672000000001
15,24,180,-348143.72,11436.306,0.6800000000512227,0.08789069999999999
16,1,-165,-351008.28,9297.883,0.1599999999743886,0.18261720000000015
16,2,-150,-351007.72,9298.446,0.720000000030268,0.7460937000000001
16,3,-135,-351006.72,9299.44,1.720000000030268,1.74023434
16,4,-120,-351005.44,9300.816,3,3.1162109
16,5,-105,-351004.22,9302.208,4.220000000030268,4.507812400000001
16,6,-90,-351003.6,9302.839,4.840000000025611,5.1386718
16,7,-75,-351003.88,9302.194,4.559999999997672,4.4941406
16,8,-60,-351004.9,9300.825,3.539999999979045,3.1249999600000002
16,9,-45,-351006.12,9299.554,2.320000000006985,1.8535156
16,10,-30,-351007.03,9298.792,1.4099999999743886,1.0917968
16,11,-15,-351007.44,9298.495,1,0.7949218
16,12,0,-351007.53,9298.442,0.9099999999743886,0.7421875
16,13,15,-351007.44,9298.495,1,0.7949218
16,14,30,-351007.03,9298.792,1.4099999999743886,1.0917968
16,15,45,-351006.12,9299.555,2.320000000006985,1.85449215
16,16,60,-351004.9,9300.827,3.539999999979045,3.1269531
16,17,75,-351003.88,9302.194,4.559999999997672,4.4941406
16,18,90,-351003.6,9302.839,4.840000000025611,5.1386718
16,19,105,-351004.22,9302.213,4.220000000030268,4.5126953
16,20,120,-351005.44,9300.817,3,3.1171874600000002
16,21,135,-351006.72,9299.437,1.720000000030268,1.7363281000000002
16,22,150,-351007.72,9298.445,0.720000000030268,0.7451171999999999
16,23,165,-351008.28,9297.878,0.1599999999743886,0.17773439999999985
16,24,180,-351008.44,9297.7,0,0
17,1,-165,-382611,16046.835,0.1599999999743886,0.09863279999999985
17,2,-150,-382610.1,16047.604,1.0599999999976717,0.8671874000000006
17,3,-135,-382608.22,16049.64,2.9400000000023283,2.9033204
17,4,-120,-382605.62,16052.262,5.539999999979045,5.52539065
17,5,-105,-382602.62,16054.989,8.539999999979045,8.2529297
17,6,-90,-382599.8,16057.766,11.35999999998603,11.0292969
17,7,-75,-382597.8,16060.34,13.35999999998603,13.603515400000001
17,8,-60,-382597.3,16061.275,13.85999999998603,14.5390624
17,9,-45,-382608.53,16049.747,2.629999999946449,3.0107422
17,10,-30,-382610.25,16047.648,0.9099999999743886,0.9121094000000003
17,11,-15,-382611.06,16046.877,0.0999999999767169,0.140625
17,12,0,-382611.16,16047.367,0,0.6308594000000003
17,13,15,-382611.06,16046.813,0.0999999999767169,0.07714840000000045
17,14,30,-382610.28,16047.556,0.879999999946449,0.8193360000000007
17,15,45,-382608.6,16049.662,2.559999999997672,2.9257813
17,16,60,-382606,16052.529,5.159999999974389,5.792968800000001
17,17,75,-382602.8,16055.489,8.35999999998603,8.7529297
17,18,90,-382599.72,16058.142,11.440000000002328,11.4052734
17,19,105,-382597.66,16060.369,13.5,13.6328124
17,20,120,-382597.2,16061.159,13.959999999962749,14.4228514
17,21,135,-382608.2,16049.535,2.959999999962747,2.7988282000000004
17,22,150,-382610.03,16047.483,1.129999999946449,0.7470704000000001
17,23,165,-382611,16046.736,0.1599999999743886,0
17,24,180,-382611.16,16047.368,0,0.6318360000000007
18,1,-165,-429068.03,16278.875,2.1899999999441206,2.8544922000000006
18,2,-150,-429066.34,16281.006,3.879999999946449,4.9853516
18,3,-135,-429064.22,16283.818,6,7.7978516
18,4,-120,-429062.4,16288.511,7.819999999948777,12.4902346
18,5,-105,-429062.38,16289.77,7.839999999967404,13.749023600000001
18,6,-90,-429063.16,16287.606,7.059999999997672,11.585937600000001
18,7,-75,-429064.22,16285.445,6,9.424804600000002
18,8,-60,-429065.12,16284.436,5.099999999976717,8.415039100000001
18,9,-45,-429065.62,16284.305,4.599999999976717,8.284179700000001
18,10,-30,-429065.66,16284.433,4.559999999997672,8.4121094
18,11,-15,-429065.47,16284.393,4.75,8.3720704
18,12,0,-429065.5,16283.888,4.71999999997206,7.8671876
18,13,15,-429065.88,16282.501,4.339999999967404,6.480468800000001
18,14,30,-429067.25,16278.677,2.9699999999720603,2.6562500000000004
18,15,45,-429068.47,16277.183,1.75,1.1621094000000003
18,16,60,-429069.12,16276.266,1.099999999976717,0.24511720000000015
18,17,75,-429069.2,16276.0205,1.0199999999604188,0
18,18,90,-429069.06,16276.524,1.1599999999743886,0.5039063000000006
18,19,105,-429069.2,16277.066,1.0199999999604188,1.0458986000000001
18,20,120,-429069.34,16277.413,0.879999999946449,1.3925782000000004
18,21,135,-429069.8,16277.324,0.4199999999837018,1.3037110000000003
18,22,150,-429070.22,16276.988,0,0.9677736000000001
18,23,165,-429070.03,16276.858,0.1899999999441206,0.8378906000000006
18,24,180,-429069.25,16277.457,0.9699999999720604,1.4365235000000003
