scan,mm_energy,qm_relative_energy,mm_relative_energy
-20,20.236025,4.278,2.064350000000001
-10,26.969053,5.643,8.797377999999998
0,26.728643,5.701,8.556968000000001
10,26.966574,5.645,8.794899000000001
20,20.235468,4.28,2.0637930000000004
30,19.29745,3.557,1.1257750000000009
40,19.06922,2.952,0.8975450000000009
50,18.590063,2.537,0.4183880000000002
60,21.688633,2.025,3.516957999999999
70,19.888449,0.891,1.716774000000001
80,18.891357,0.17,0.7196819999999988
90,18.491348,0,0.3196729999999981
100,18.745289,0.34,0.5736139999999992
110,19.52925,1.114,1.3575750000000006
120,20.847265,2.15,2.6755899999999997
130,18.171675,2.452,0
140,19.323812,2.802,1.1521369999999997
150,19.394415,3.304,1.2227399999999982
160,20.24616,4.049,2.0744849999999992
170,26.418007,5.63,8.246331999999999
180,27.0081,5.705,8.836424999999998
-170,108.47333,0.264,0.3108799999999974
-160,109.27052,1.006,1.108069999999998
-150,110.36025,2.2,2.1977999999999867
-140,111.575745,3.764,3.413294999999991
-130,112.78743,5.599,4.624979999999994
-120,113.94934,7.556,5.78689
-110,115.01416,9.425,6.851709999999997
-100,115.97812,10.998,7.815669999999997
-90,116.78284,11.996,8.620389999999986
-80,117.246506,12.314,9.08405599999999
-70,117.56562,12.006,9.403169999999989
-60,117.75672,11.371,9.594269999999995
-50,117.7713,10.762,9.60884999999999
-40,117.65272,10.322,9.490269999999995
-30,117.472534,10.124,9.31008399999999
-20,117.32132,10.168,9.158869999999993
-10,117.129036,10.378,8.966585999999992
0,116.53673,10.392,8.374279999999999
10,117.12703,10.374,8.964579999999998
20,117.32275,10.166,9.160299999999992
30,117.47076,10.124,9.308309999999992
40,117.65154,10.324,9.48908999999999
50,117.77106,10.764,9.608609999999999
60,117.75732,11.371,9.59487
70,117.56542,12.004,9.402969999999996
80,117.24894,12.312,9.086489999999998
90,116.78349,11.996,8.621039999999994
100,115.97807,10.996,7.815619999999996
110,115.01476,9.427,6.852309999999989
120,113.952034,7.558,5.789583999999991
130,112.78919,5.605,4.626739999999998
140,111.575935,3.766,3.4134849999999943
150,110.36142,2.2,2.1989699999999885
160,109.269264,1.002,1.106814
170,108.47136,0.26,0.30890999999999735
180,108.16245,0,0
-170,-126.98736,0.036,0.7251300000000072
-160,-126.30206,0.227,1.4104300000000052
-150,-125.25882,0.65,2.4536700000000025
-140,-124.08362,1.286,3.6288700000000063
-130,-122.893394,2.151,4.819096000000002
-120,-121.73158,3.243,5.980910000000009
-110,-120.56251,4.513,7.149979999999999
-100,-119.40019,5.88,8.312300000000008
-90,-117.50956,7.097,10.20293000000001
-80,-118.95126,5.653,8.761229999999998
-70,-120.43637,4.215,7.276120000000006
-60,-121.9049,2.934,5.807590000000005
-50,-123.33471,1.889,4.377780000000001
-40,-124.7422,1.097,2.9702900000000056
-30,-125.986404,0.533,1.7260860000000093
-20,-127.04953,0.168,0.6629599999999982
-10,-127.61938,0.029,0.09310999999999581
0,-127.71249,0,0
10,-127.61938,0.029,0.09310999999999581
20,-127.04953,0.168,0.6629599999999982
30,-125.986404,0.533,1.7260860000000093
40,-124.7422,1.097,2.9702900000000056
50,-123.33471,1.889,4.377780000000001
60,-121.9049,2.934,5.807590000000005
70,-120.43634,4.215,7.276150000000001
80,-118.95126,5.653,8.761229999999998
90,-117.50956,7.097,10.20293000000001
100,-119.40019,5.88,8.312300000000008
110,-120.56251,4.513,7.149979999999999
120,-121.73158,3.243,5.980910000000009
130,-122.893394,2.151,4.819096000000002
140,-124.08362,1.286,3.6288700000000063
150,-125.25882,0.65,2.4536700000000025
160,-126.30206,0.227,1.4104300000000052
170,-126.98739,0.036,0.7250999999999976
180,-127.113556,0.005,0.5989339999999999
-170,58.649,5.781,7.541325999999998
-160,58.694786,5.658,7.587111999999998
-150,58.344673,5.475,7.236998999999997
-140,57.8679,5.161,6.760225999999996
-130,56.70412,4.662,5.596446
-120,56.11877,3.955,5.011095999999995
-110,55.518414,3.108,4.410739999999997
-100,55.566566,2.221,4.458891999999999
-90,54.845028,1.39,3.7373539999999963
-80,54.13795,0.706,3.0302759999999935
-70,53.15491,0.261,2.047235999999998
-60,52.834415,0.029,1.726740999999997
-50,52.124985,0,1.0173109999999994
-40,51.742645,0.237,0.6349710000000002
-30,51.44712,0.606,0.33944599999999525
-20,51.410316,0.97,0.30264199999999875
-10,51.132748,1.209,0.025073999999996488
0,51.107674,1.287,0
10,51.13136,1.209,0.023685999999997875
20,51.410107,0.972,0.3024330000000006
30,51.449528,0.606,0.3418539999999979
40,51.744377,0.237,0.6367029999999971
50,52.12564,0,1.0179659999999942
60,52.83508,0.029,1.727405999999995
70,53.155605,0.261,2.0479309999999984
80,54.1382,0.708,3.0305259999999947
90,54.845154,1.392,3.737479999999998
100,55.56622,2.221,4.458545999999998
110,55.51583,3.11,4.408155999999998
120,56.11641,3.953,5.008735999999999
130,56.701214,4.664,5.593539999999997
140,57.86836,5.161,6.760686
150,58.345444,5.473,7.237769999999998
160,58.697384,5.658,7.589709999999997
170,58.64935,5.781,7.541675999999995
180,58.64947,5.811,7.541795999999998
-170,119.52672,11.284,10.28909999999999
-160,119.659096,11.366,10.421475999999998
-150,119.55522,11.61,10.317599999999999
-140,118.77179,12.089,9.534169999999989
-130,118.87389,12.818,9.636269999999996
-120,119.78712,13.319,10.549499999999995
-110,119.764595,13.823,10.526974999999993
-100,119.61099,14.37,10.373369999999994
-90,119.04093,13.7,9.803309999999996
-80,118.40502,11.732,9.167399999999986
-70,117.120316,9.311,7.882695999999996
-60,115.64967,6.91,6.412049999999994
-50,113.28253,4.78,4.044909999999987
-40,112.80199,3.021,3.5643699999999967
-30,111.59067,1.669,2.353049999999996
-20,110.566795,0.722,1.3291749999999922
-10,109.7861,0.169,0.5484799999999979
0,109.23762,0,0
10,109.7861,0.169,0.5484799999999979
20,110.566795,0.722,1.3291749999999922
30,111.59067,1.669,2.353049999999996
40,112.802,3.021,3.56438
50,113.28253,4.78,4.044909999999987
60,115.64967,6.91,6.412049999999994
70,117.12033,9.311,7.882709999999989
80,118.40502,11.732,9.167399999999986
90,119.04093,13.7,9.803309999999996
100,119.61101,14.37,10.373389999999986
110,119.764595,13.823,10.526974999999993
120,119.78712,13.319,10.549499999999995
130,118.87389,12.818,9.636269999999996
140,118.77179,12.089,9.534169999999989
150,119.55522,11.61,10.317599999999999
160,119.659096,11.366,10.421475999999998
170,119.52672,11.284,10.28909999999999
180,119.530205,11.245,10.292584999999988
-170,87.57154,0.158,0.12562499999999943
-160,88.057014,0.23,0.6110989999999958
-150,88.84624,0.497,1.4003249999999952
-140,89.88104,0.97,2.4351249999999993
-130,91.13429,1.633,3.6883749999999935
-120,92.59943,2.432,5.153514999999999
-110,94.16184,3.383,6.715924999999999
-100,95.571884,4.163,8.125968999999998
-90,96.26899,4.482,8.823075000000003
-80,95.7194,4.189,8.273484999999994
-70,94.416916,3.454,6.971001000000001
-60,92.930824,2.519,5.484909000000002
-50,91.53727,1.71,4.091355000000007
-40,90.29884,1.018,2.852924999999999
-30,89.2384,0.513,1.7924849999999992
-20,88.43448,0.233,0.9885649999999941
-10,88.01251,0.205,0.5665950000000066
0,87.47997,0,0.03405499999999506
10,88.01251,0.205,0.5665950000000066
20,88.43448,0.233,0.9885649999999941
30,89.2384,0.513,1.7924849999999992
40,90.29884,1.018,2.852924999999999
50,91.53727,1.71,4.091355000000007
60,92.930824,2.519,5.484909000000002
70,94.416916,3.454,6.971001000000001
80,95.7194,4.189,8.273484999999994
90,96.26899,4.482,8.823075000000003
100,95.571884,4.163,8.125968999999998
110,94.16184,3.383,6.715924999999999
120,92.59943,2.432,5.153514999999999
130,91.13429,1.633,3.6883749999999935
140,89.88104,0.97,2.4351249999999993
150,88.84624,0.497,1.4003249999999952
160,88.057014,0.23,0.6110989999999958
170,87.57154,0.158,0.12562499999999943
180,87.445915,0.244,0
-170,82.88204,2.139,1.374670000000009
-160,81.96855,1.047,0.4611799999999988
-150,81.50737,0.251,0
-140,81.57797,0,0.07059999999999889
-130,82.09051,0.26,0.5831400000000002
-120,82.97949,0.898,1.4721200000000039
-110,84.10079,1.686,2.593420000000009
-100,85.15584,2.341,3.648470000000003
-90,85.72797,2.596,4.220600000000005
-80,85.31549,2.343,3.8081200000000024
-70,84.27122,1.687,2.763850000000005
-60,83.10538,0.904,1.5980100000000022
-50,82.13742,0.261,0.6300500000000113
-40,81.596985,0.01,0.0896150000000091
-30,81.588806,0.281,0.08143600000001072
-20,82.13425,1.104,0.6268799999999999
-10,83.03579,2.208,1.5284200000000112
0,83.9469,3.105,2.439530000000005
10,83.03579,2.208,1.5284200000000112
20,82.134254,1.104,0.626884000000004
30,81.588806,0.281,0.08143600000001072
40,81.59698,0.01,0.08961000000000752
50,82.13742,0.261,0.6300500000000113
60,83.10537,0.904,1.597999999999999
70,84.27122,1.687,2.763850000000005
80,85.31549,2.343,3.8081200000000024
90,85.72797,2.596,4.220600000000005
100,85.15584,2.341,3.648470000000003
110,84.10079,1.686,2.593420000000009
120,82.97949,0.898,1.4721200000000039
130,82.09051,0.26,0.5831400000000002
140,81.57797,0,0.07059999999999889
150,81.50737,0.251,0
160,81.96855,1.047,0.4611799999999988
170,82.88204,2.139,1.374670000000009
180,83.72714,2.989,2.219770000000011
-170,-16.456377,0.279,0.3120130000000003
-160,-15.769596,0.863,0.9987940000000002
-150,-14.856067,1.742,1.9123230000000007
-140,-13.647205,2.854,3.1211850000000005
-130,-12.27438,4.093,4.494009999999999
-120,-10.594837,5.295,6.173553
-110,-8.717093,6.318,8.051297
-100,-6.671819,7.13,10.096571
-90,-5.3667603,7.82,11.4016297
-80,-5.3137054,7.667,11.4546846
-70,-5.414272,7.548,11.354118
-60,-5.610766,7.503,11.157624
-50,-5.8618975,7.541,10.906492499999999
-40,-6.2717123,7.639,10.4966777
-30,-6.860166,7.79,9.908224
-20,-7.5259776,8.144,9.2424124
-10,-8.11805,8.72,8.65034
0,-8.521365,9.215,8.247025
10,-8.11805,8.72,8.65034
20,-7.5259776,8.144,9.2424124
30,-6.860166,7.79,9.908224
40,-6.2717123,7.639,10.4966777
50,-5.8618975,7.541,10.906492499999999
60,-5.610766,7.503,11.157624
70,-5.4142795,7.548,11.3541105
80,-5.3136983,7.667,11.4546917
90,-5.3896117,7.82,11.3787783
100,-6.671834,7.13,10.096556
110,-8.717093,6.318,8.051297
120,-10.594837,5.295,6.173553
130,-12.27438,4.093,4.494009999999999
140,-13.647205,2.854,3.1211850000000005
150,-14.856067,1.742,1.9123230000000007
160,-15.769589,0.863,0.9988010000000003
170,-16.456377,0.279,0.3120130000000003
180,-16.76839,0,0
-170,83.32296,0.169,0.5310599999999965
-160,84.26542,0.515,1.4735200000000077
-150,85.39794,1.194,2.6060400000000072
-140,86.503174,2.222,3.711274000000003
-130,87.52786,3.548,4.735960000000006
-120,88.63844,5.04,5.8465400000000045
-110,89.93985,6.496,7.147950000000009
-100,91.380035,7.67,8.588135000000008
-90,92.63286,8.344,9.840959999999995
-80,93.327,8.418,10.5351
-70,93.617546,8.01,10.825646000000006
-60,93.86355,7.388,11.071650000000005
-50,94.16377,6.848,11.371870000000001
-40,94.51062,6.606,11.718720000000005
-30,94.7718,6.746,11.9799
-20,94.90663,7.242,12.114730000000009
-10,94.97928,7.898,12.187380000000005
0,94.69331,8.142,11.901409999999998
10,94.97861,7.902,12.186710000000005
20,94.90317,7.244,12.111270000000005
30,94.762665,6.742,11.970765
40,94.510216,6.608,11.718316000000002
50,94.16654,6.85,11.37464
60,93.86201,7.388,11.07011
70,93.61747,8.012,10.825569999999999
80,93.331535,8.416,10.539635000000004
90,92.636314,8.344,9.844414
100,91.38016,7.67,8.588260000000005
110,89.94184,6.498,7.149940000000001
120,88.63923,5.04,5.8473299999999995
130,87.53447,3.55,4.742570000000001
140,86.506195,2.222,3.714295000000007
150,85.39524,1.192,2.603340000000003
160,84.260025,0.519,1.4681250000000006
170,83.32419,0.169,0.5322900000000033
180,82.7919,0,0
-170,23.05334,0.21,0.17862399999999923
-160,23.546318,0.721,0.671602
-150,24.175037,1.444,1.3003210000000003
-140,25.213976,2.327,2.3392599999999995
-130,26.197376,3.222,3.322659999999999
-120,27.768261,3.951,4.893545
-110,28.136192,3.954,5.261476000000002
-100,28.301424,3.734,5.426708000000001
-90,28.045881,3.605,5.171165000000002
-80,27.971615,3.556,5.0968990000000005
-70,27.993292,3.64,5.118576000000001
-60,28.079792,3.884,5.205076000000002
-50,28.207417,4.283,5.332701
-40,28.319586,4.826,5.444870000000002
-30,28.460787,5.478,5.5860710000000005
-20,28.633291,6.197,5.758575
-10,29.794714,7.051,6.919998
0,29.781485,7.214,6.906769000000001
10,29.794714,7.051,6.919998
20,28.755125,6.197,5.880409
30,28.460787,5.478,5.5860710000000005
40,28.31959,4.826,5.444874000000002
50,28.207417,4.283,5.332701
60,28.079792,3.884,5.205076000000002
70,27.993292,3.64,5.118576000000001
80,27.971617,3.556,5.096900999999999
90,28.045881,3.605,5.171165000000002
100,28.301428,3.734,5.426712000000002
110,28.136192,3.954,5.261476000000002
120,27.768261,3.951,4.893545
130,26.197374,3.222,3.3226580000000006
140,25.213974,2.327,2.339258000000001
150,24.175037,1.444,1.3003210000000003
160,23.546316,0.721,0.6716000000000015
170,23.05334,0.21,0.17862399999999923
180,22.874716,0,0
-170,80.957794,0.425,0.3461680000000058
-160,81.13215,0.087,0.5205239999999947
-150,81.46029,0.013,0.8486639999999994
-140,81.97034,0.245,1.358713999999992
-130,82.6173,0.782,2.005673999999999
-120,83.25525,1.548,2.6436240000000026
-110,83.76735,2.438,3.155723999999992
-100,84.14718,3.158,3.5355540000000047
-90,84.2542,3.443,3.642573999999996
-80,84.012695,3.162,3.4010689999999926
-70,83.561005,2.439,2.9493789999999933
-60,83.070435,1.567,2.4588090000000022
-50,82.518684,0.789,1.9070579999999921
-40,81.95667,0.244,1.3450440000000015
-30,81.50103,0,0.889403999999999
-20,81.29295,0.128,0.6813240000000036
-10,81.19626,0.48,0.5846339999999941
0,81.03541,0.884,0.4237839999999977
10,81.19626,0.48,0.5846339999999941
20,81.29295,0.128,0.6813240000000036
30,81.501045,0,0.8894190000000037
40,81.956665,0.244,1.3450389999999999
50,82.518684,0.789,1.9070579999999921
60,83.070435,1.567,2.4588090000000022
70,83.561005,2.441,2.9493789999999933
80,84.0127,3.162,3.401073999999994
90,84.2542,3.443,3.642573999999996
100,84.14718,3.158,3.5355540000000047
110,83.76735,2.438,3.155723999999992
120,83.25525,1.548,2.6436240000000026
130,82.6173,0.782,2.005673999999999
140,81.97034,0.245,1.358713999999992
150,81.46028,0.013,0.8486539999999962
160,81.13215,0.087,0.5205239999999947
170,80.957794,0.425,0.3461680000000058
180,80.611626,0.849,0
-170,49.764206,0.1,0.1806359999999998
-160,50.07776,0.316,0.49418999999999613
-150,50.42498,0.433,0.8414099999999962
-140,50.53793,0.543,0.9543600000000012
-130,50.654835,0.693,1.0712649999999968
-120,50.780914,0.854,1.197344000000001
-110,50.937054,1.033,1.3534840000000017
-100,51.148476,1.254,1.5649060000000006
-90,51.477016,1.551,1.8934459999999973
-80,51.922775,1.955,2.3392049999999998
-70,52.408012,2.396,2.8244419999999977
-60,53.27986,2.632,3.6962899999999976
-50,53.21398,2.791,3.6304099999999977
-40,53.20162,2.967,3.6180499999999967
-30,53.220505,3.13,3.636935000000001
-20,53.25773,3.312,3.6741600000000005
-10,53.310677,3.538,3.7271069999999966
0,53.390965,3.744,3.8073949999999996
10,53.310333,3.54,3.7267629999999983
20,53.258415,3.314,3.6748449999999977
30,53.220253,3.13,3.636682999999998
40,53.20106,2.967,3.6174899999999965
50,53.21318,2.791,3.6296099999999996
60,53.28082,2.632,3.697249999999997
70,52.409565,2.396,2.825994999999999
80,51.923347,1.955,2.339776999999998
90,51.476322,1.551,1.8927520000000015
100,51.147125,1.254,1.563555000000001
110,50.93503,1.033,1.3514599999999959
120,50.78014,0.854,1.1965700000000012
130,50.653587,0.693,1.070017
140,50.538445,0.543,0.9548750000000013
150,50.423187,0.433,0.839616999999997
160,50.077984,0.316,0.494413999999999
170,49.764244,0.1,0.18067399999999623
180,49.58357,0,0
-170,5.927713,5.689,6.3779572
-160,6.019534,5.107,6.4697782
-150,5.6002374,4.426,6.0504816
-140,4.649922,3.795,5.1001662
-130,4.2206216,3.283,4.6708658000000005
-120,3.9108992,2.923,4.3611434
-110,4.1865706,2.708,4.6368148
-100,4.0513587,2.616,4.5016029
-90,3.5315614,2.606,3.9818056000000004
-80,3.5425968,2.62,3.9928410000000003
-70,3.051194,2.583,3.5014382
-60,2.276997,2.379,2.7272412
-50,1.4715428,1.945,1.921787
-40,0.62116265,1.378,1.07140685
-30,0.20644276,0.875,0.65668696
-20,-0.15512381,0.444,0.29512039
-10,-0.1939923,0.141,0.2562519
0,-0.4502442,0,0
10,-0.1939923,0.141,0.2562519
20,-0.15512016,0.444,0.29512404
30,0.20644276,0.875,0.65668696
40,0.621159,1.378,1.0714032
50,1.4715465,1.945,1.9217907
60,2.276997,2.379,2.7272412
70,3.051194,2.583,3.5014382
80,3.5425968,2.62,3.9928410000000003
90,3.5315614,2.606,3.9818056000000004
100,4.0513554,2.616,4.5015996000000005
110,4.1865706,2.708,4.6368148
120,3.9108992,2.923,4.3611434
130,4.2206216,3.283,4.6708658000000005
140,4.649918,3.795,5.100162200000001
150,5.600234,4.426,6.050478200000001
160,6.019538,5.107,6.4697822
170,5.927713,5.689,6.3779572
180,6.256512,5.943,6.7067562
-170,82.544464,0.496,0.27884400000000653
-160,82.35965,0.14,0.09403000000000361
-150,82.37072,0,0.1051000000000073
-140,82.62619,0.165,0.3605699999999956
-130,83.108376,0.635,0.8427560000000085
-120,83.72446,1.297,1.458839999999995
-110,84.35339,1.998,2.087770000000006
-100,84.87503,2.518,2.609409999999997
-90,85.08413,2.717,2.8185100000000034
-80,84.89129,2.547,2.6256699999999995
-70,84.34995,2.043,2.0843300000000085
-60,83.64185,1.35,1.3762300000000067
-50,82.95036,0.665,0.684740000000005
-40,82.44465,0.178,0.17902999999999736
-30,82.26562,0.004,0
-20,82.43811,0.196,0.17248999999999626
-10,82.793076,0.599,0.5274560000000008
0,83.02804,1.041,0.7624200000000059
10,82.793076,0.599,0.5274560000000008
20,82.43811,0.196,0.17248999999999626
30,82.26562,0.004,0
40,82.44465,0.178,0.17902999999999736
50,82.95036,0.665,0.684740000000005
60,83.64185,1.35,1.3762300000000067
70,84.34995,2.043,2.0843300000000085
80,84.89129,2.547,2.6256699999999995
90,85.08413,2.717,2.8185100000000034
100,84.87503,2.518,2.609409999999997
110,84.35339,1.998,2.087770000000006
120,83.72446,1.297,1.458839999999995
130,83.108376,0.635,0.8427560000000085
140,82.62619,0.165,0.3605699999999956
150,82.37071,0,0.10509000000000412
160,82.35965,0.14,0.09403000000000361
170,82.544464,0.496,0.27884400000000653
180,82.62798,0.945,0.36235999999999535
-170,40.069687,3.765,2.098998999999999
-160,39.727432,2.787,1.7567439999999976
-150,39.543304,1.728,1.5726159999999965
-140,38.735126,0.836,0.7644379999999984
-130,38.233044,0.246,0.2623559999999969
-120,37.971302,0,0.0006139999999987822
-110,38.05542,0.076,0.08473199999999537
-100,38.654823,0.19,0.6841349999999977
-90,38.53557,0.508,0.5648819999999972
-80,39.313206,1.038,1.3425179999999983
-70,38.639984,1.674,0.6692959999999957
-60,39.692432,2.171,1.721743999999994
-50,39.4975,2.333,1.5268119999999996
-40,39.900986,2.04,1.9302980000000005
-30,40.0116,1.414,2.0409119999999987
-20,39.887203,0.748,1.9165149999999969
-10,39.180088,0.281,1.2093999999999951
0,39.483723,0.094,1.513034999999995
10,39.178036,0.281,1.207347999999996
20,39.886253,0.75,1.9155650000000009
30,40.011784,1.412,2.041095999999996
40,39.900673,2.042,1.929984999999995
50,39.49706,2.333,1.526371999999995
60,39.691837,2.171,1.721148999999997
70,38.64106,1.672,0.6703720000000004
80,39.312275,1.038,1.341586999999997
90,38.53536,0.506,0.5646719999999945
100,38.65567,0.19,0.684981999999998
110,38.055515,0.076,0.0848269999999971
120,37.970688,0.002,0
130,38.232983,0.244,0.2622949999999946
140,38.73484,0.838,0.7641519999999957
150,39.5423,1.726,1.5716119999999947
160,39.72702,2.789,1.7563320000000004
170,40.068913,3.765,2.0982249999999993
180,40.217037,4.208,2.246348999999995
-170,-8.246554,0.002,0.00035100000000021225
-160,-7.924741,0.217,0.3221639999999999
-150,-6.942177,0.974,1.3047279999999999
-140,-5.473842,2.213,2.7730629999999996
-130,-3.7449005,3.866,4.5020045
-120,-1.8978086,5.787,6.3490964
-110,0.000856277,7.835,8.247761277
-100,1.6410117,7.406,9.8879167
-90,-0.15179695,6.529,8.09510805
-80,-1.9010515,5.513,6.3458535000000005
-70,-3.4525921,4.443,4.7943128999999995
-60,-4.7660637,3.403,3.4808413
-50,-5.836097,2.451,2.4108080000000003
-40,-6.758004,1.726,1.4889010000000003
-30,-7.4753547,1.238,0.7715503000000004
-20,-7.774188,1.052,0.4727170000000003
-10,-7.7295694,1.141,0.5173356
0,-7.2657084,1.306,0.9811965999999996
10,-7.7327104,1.141,0.5141945999999997
20,-7.773719,1.052,0.4731860000000001
30,-7.4736376,1.238,0.7732673999999999
40,-6.758355,1.726,1.48855
50,-5.8335013,2.451,2.4134037
60,-4.765471,3.403,3.481434
70,-3.4508116,4.445,4.7960934
80,-1.9026805,5.515,6.3442245
90,-0.15578344,6.529,8.09112156
100,1.6411945,7.406,9.8880995
110,0.003670588,7.839,8.250575588
120,-1.898882,5.785,6.3480229999999995
130,-3.748462,3.862,4.498443
140,-5.472992,2.213,2.7739130000000003
150,-6.943805,0.974,1.3030999999999997
160,-7.925492,0.217,0.3214129999999997
170,-8.246905,0,0
180,-7.81383,0.394,0.43307499999999965
-170,117.26821,3.029,2.492130000000003
-160,117.82302,3.415,3.0469400000000064
-150,118.66971,4.071,3.8936300000000017
-140,119.691696,4.975,4.915616
-130,120.80172,6.075,6.02564000000001
-120,121.873405,7.267,7.097325000000012
-110,122.73181,8.422,7.955730000000003
-100,123.15566,9.264,8.379580000000004
-90,123.25558,9.367,8.479500000000002
-80,122.86731,8.506,8.09123000000001
-70,121.864174,7.063,7.088094000000012
-60,120.61965,5.418,5.84357
-50,119.22454,3.834,4.448460000000011
-40,117.90319,2.458,3.127110000000002
-30,116.75714,1.366,1.9810600000000136
-20,115.68817,0.594,0.9120900000000063
-10,115.00244,0.143,0.22636000000001388
0,114.77608,0,0
10,115.00244,0.143,0.22636000000001388
20,115.68817,0.594,0.9120900000000063
30,116.75714,1.366,1.9810600000000136
40,117.90319,2.458,3.127110000000002
50,119.22454,3.834,4.448460000000011
60,120.61965,5.418,5.84357
70,121.864174,7.063,7.088094000000012
80,122.86731,8.506,8.09123000000001
90,123.25558,9.367,8.479500000000002
100,123.15566,9.264,8.379580000000004
110,122.73181,8.424,7.955730000000003
120,121.873405,7.267,7.097325000000012
130,120.80172,6.075,6.02564000000001
140,119.691696,4.975,4.915616
150,118.66971,4.071,3.8936300000000017
160,117.82302,3.415,3.0469400000000064
170,117.26821,3.029,2.492130000000003
180,117.053215,2.907,2.2771350000000012
-170,89.744644,2.145,1.884933999999987
-160,88.79001,0.971,0.9302999999999884
-150,88.20154,0.264,0.3418299999999874
-140,88.25559,0,0.39587999999999113
-130,88.77164,0.15,0.9119299999999981
-120,89.27737,0.458,1.417659999999998
-110,89.907425,0.868,2.0477149999999966
-100,90.24884,1.204,2.3891299999999944
-90,90.246765,1.292,2.3870549999999895
-80,89.60865,1.121,1.7489399999999904
-70,89.02627,0.742,1.1665599999999898
-60,88.23202,0.321,0.3723099999999988
-50,88.01771,0.055,0.15799999999998704
-40,87.861824,0.045,0.0021139999999917336
-30,88.11692,0.495,0.2572099999999864
-20,88.916084,1.423,1.056373999999991
-10,90.031845,2.799,2.1721349999999973
0,91.55641,4.523,3.6966999999999928
10,90.02913,2.799,2.169419999999988
20,88.916725,1.425,1.0570149999999927
30,88.11615,0.495,0.2564399999999978
40,87.85971,0.043,0
50,87.974304,0.055,0.11459399999999675
60,88.23169,0.321,0.37197999999999354
70,89.02756,0.742,1.1678499999999872
80,89.608734,1.121,1.7490239999999915
90,90.24453,1.29,2.3848199999999906
100,90.248,1.202,2.388289999999998
110,89.90596,0.866,2.0462499999999864
120,89.27739,0.458,1.41767999999999
130,88.77184,0.15,0.9121299999999906
140,88.25594,0,0.39622999999998854
150,88.20126,0.262,0.341549999999998
160,88.78982,0.969,0.9301099999999991
170,89.743484,2.145,1.8837739999999883
180,91.4088,3.743,3.5490899999999925
-170,-33.521637,0.09,0.46743000000000023
-160,-33.96913,0.372,0.01993699999999876
-150,-33.854374,0.825,0.13469299999999862
-140,-33.21245,1.454,0.7766170000000017
-130,-32.361668,2.261,1.627398999999997
-120,-31.071007,3.259,2.918059999999997
-110,-29.102608,4.421,4.8864589999999986
-100,-27.911274,5.654,6.077793
-90,-25.042118,6.805,8.946949
-80,-26.975891,7.239,7.013175999999998
-70,-28.12032,6.369,5.868746999999999
-60,-29.144058,5.59,4.8450089999999975
-50,-30.085268,5.085,3.9037989999999994
-40,-30.814287,4.782,3.1747799999999984
-30,-31.296127,4.642,2.69294
-20,-31.48203,4.622,2.507036999999997
-10,-31.643974,4.683,2.3450929999999985
0,-31.667425,4.75,2.321641999999997
10,-31.643974,4.683,2.3450929999999985
20,-31.48203,4.622,2.507036999999997
30,-31.296122,4.642,2.692944999999998
40,-30.814287,4.782,3.1747799999999984
50,-30.085268,5.085,3.9037989999999994
60,-29.144058,5.59,4.8450089999999975
70,-28.120554,6.369,5.868513
80,-26.975878,7.239,7.013188999999997
90,-25.042118,6.805,8.946949
100,-27.911274,5.654,6.077793
