smile,scan,Reference Energy,MACE_relative_energy,wb97m_relative_energy
CC(=O)Nc1ccco1,-160,5.107,6.011697225,5.172168749996473
CC(=O)Nc1ccco1,-150,4.426,5.700639762,4.509967999984781
CC(=O)Nc1ccco1,-140,3.795,5.344317559,3.8758164999664757
CC(=O)Nc1ccco1,-130,3.283,5.038712312,3.3607017499971903
CC(=O)Nc1ccco1,-120,2.923,4.813463681,2.986146999994048
CC(=O)Nc1ccco1,-110,2.708,4.666179154,2.7597449999878165
CC(=O)Nc1ccco1,-100,2.616,4.570652051,2.6546387499678303
CC(=O)Nc1ccco1,-90,2.606,4.49633802,2.6343077499977596
CC(=O)Nc1ccco1,-80,2.62,4.378185619,2.645037999984936
CC(=O)Nc1ccco1,-70,2.583,4.10354322,2.597849999968531
CC(=O)Nc1ccco1,-60,2.379,3.473070904,2.3976147499961087
CC(=O)Nc1ccco1,-50,1.945,2.53155084,1.9642004999917617
CC(=O)Nc1ccco1,-40,1.378,1.646778323,1.3958109999929036
CC(=O)Nc1ccco1,-30,0.875,0.941516587,0.8464347499888447
CC(=O)Nc1ccco1,-20,0.444,0.429602216,0.4083142499963799
CC(=O)Nc1ccco1,-10,0.141,0.116442753,0.12487249997008121
CC(=O)Nc1ccco1,0,0,0,0
CC(=O)Nc1ccco1,10,0.141,0.116442753,0.12487249997008121
CC(=O)Nc1ccco1,20,0.444,0.429602216,0.4083142499963799
CC(=O)Nc1ccco1,30,0.875,0.941516587,0.8464347499888447
CC(=O)Nc1ccco1,40,1.378,1.646778323,1.3958109999929036
CC(=O)Nc1ccco1,50,1.945,2.53155084,1.9641377499776524
CC(=O)Nc1ccco1,60,2.379,3.473070904,2.3976147499961087
CC(=O)Nc1ccco1,70,2.583,4.10354322,2.597849999968531
CC(=O)Nc1ccco1,80,2.62,4.378185619,2.645037999984936
CC(=O)Nc1ccco1,90,2.606,4.49633802,2.6343077499977596
CC(=O)Nc1ccco1,100,2.616,4.570652051,2.6545759999893903
CC(=O)Nc1ccco1,110,2.708,4.666179154,2.7597449999878165
CC(=O)Nc1ccco1,120,2.923,4.813463681,2.986146999994048
CC(=O)Nc1ccco1,130,3.283,5.038712312,3.3607017499971903
CC(=O)Nc1ccco1,140,3.795,5.344317559,3.8758164999664757
CC(=O)Nc1ccco1,150,4.426,5.700639762,4.509967999984781
CC(=O)Nc1ccco1,160,5.107,6.011697225,5.172168749996473
CC(=O)Nc1ccco1,170,5.689,6.140963942,5.697762749967836
CC(=O)Nc1ccco1,180,5.943,6.012723934,5.875345249983184
CC(=O)Nc1ccccn1,-170,0.09,0.077444637,0.08791275000632481
CC(=O)Nc1ccccn1,-160,0.372,0.298682699,0.3529687500005707
CC(=O)Nc1ccccn1,-150,0.825,0.674337946,0.7946032499984312
CC(=O)Nc1ccccn1,-140,1.454,1.24717297,1.4331472500056464
CC(=O)Nc1ccccn1,-130,2.261,2.053539723,2.280209499992907
CC(=O)Nc1ccccn1,-120,3.259,3.08042542,3.3207927500123446
CC(=O)Nc1ccccn1,-110,4.421,4.245528107,4.510219000005549
CC(=O)Nc1ccccn1,-100,5.654,5.404598904,5.74206425001293
CC(=O)Nc1ccccn1,-90,6.805,6.443646339,6.8740742500084195
CC(=O)Nc1ccccn1,-80,7.239,6.984553416,7.001393999993724
CC(=O)Nc1ccccn1,-70,6.369,6.153954747,6.119317250016394
CC(=O)Nc1ccccn1,-60,5.59,5.325748706,5.308022500010168
CC(=O)Nc1ccccn1,-50,5.085,4.602244063,4.6581834999958005
CC(=O)Nc1ccccn1,-40,4.782,4.059076286,4.212909499999995
CC(=O)Nc1ccccn1,-30,4.642,3.696413031,3.9465357499948084
CC(=O)Nc1ccccn1,-20,4.622,3.490466121,3.8227300000149
CC(=O)Nc1ccccn1,-10,4.683,3.400864075,3.7818797499967616
CC(=O)Nc1ccccn1,0,4.75,3.394068339,3.7567797499887945
CC(=O)Nc1ccccn1,10,4.683,3.400864075,3.7818170000183216
CC(=O)Nc1ccccn1,20,4.622,3.490466121,3.8226672500007908
CC(=O)Nc1ccccn1,30,4.642,3.696413031,3.9465357499948084
CC(=O)Nc1ccccn1,40,4.782,4.059076286,4.212909499999995
CC(=O)Nc1ccccn1,50,5.085,4.602244063,4.6581834999958005
CC(=O)Nc1ccccn1,60,5.59,5.325748706,5.308022500010168
CC(=O)Nc1ccccn1,70,6.369,6.154078162,6.119442750008943
CC(=O)Nc1ccccn1,80,7.239,6.984553416,7.001393999993724
CC(=O)Nc1ccccn1,90,6.805,6.443646339,6.874137000022529
CC(=O)Nc1ccccn1,100,5.654,5.404598904,5.74206425001293
CC(=O)Nc1ccccn1,110,4.421,4.2456421,4.510281750019658
CC(=O)Nc1ccccn1,120,3.259,3.080237751,3.3204162499990275
CC(=O)Nc1ccccn1,130,2.261,2.053539723,2.280209499992907
CC(=O)Nc1ccccn1,140,1.454,1.24717297,1.4331472500056464
CC(=O)Nc1ccccn1,150,0.825,0.674337946,0.7946032499984312
CC(=O)Nc1ccccn1,160,0.372,0.298682699,0.3529687500005707
CC(=O)Nc1ccccn1,170,0.09,0.077444637,0.08791275000632481
CC(=O)Nc1ccccn1,180,0,0,0
c1ccnc(c1)NC(=O)N,-170,1.903,2.422033394,2.114486750004687
c1ccnc(c1)NC(=O)N,-160,2.015,2.506427856,2.2508425000242482
c1ccnc(c1)NC(=O)N,-150,2.285,2.754086551,2.557689999998587
c1ccnc(c1)NC(=O)N,-140,2.749,3.205553946,3.0630157500139887
c1ccnc(c1)NC(=O)N,-130,3.44,3.908276153,3.801520500025646
c1ccnc(c1)NC(=O)N,-120,4.36,4.831466941,4.763289750015787
c1ccnc(c1)NC(=O)N,-110,5.463,5.881974459,5.90628100001922
c1ccnc(c1)NC(=O)N,-100,6.647,6.935733117,7.129027500013905
c1ccnc(c1)NC(=O)N,-90,7.554,7.218857896,7.697542500005312
c1ccnc(c1)NC(=O)N,-80,5.481,5.607593225,5.783291000008717
c1ccnc(c1)NC(=O)N,-70,4.001,4.290909587,4.269259000007537
c1ccnc(c1)NC(=O)N,-60,2.719,3.045111497,2.938331500014897
c1ccnc(c1)NC(=O)N,-50,1.696,1.978917651,1.8564587500212326
c1ccnc(c1)NC(=O)N,-40,0.929,1.148033623,1.0348102500054779
c1ccnc(c1)NC(=O)N,-30,0.401,0.554684723,0.45907900003228974
c1ccnc(c1)NC(=O)N,-20,0.082,0.16725355,0.09174050001092837
c1ccnc(c1)NC(=O)N,-10,0,0,0
c1ccnc(c1)NC(=O)N,0,0.028,0.031623636,0.0421052500149699
c1ccnc(c1)NC(=O)N,10,0.002,0.001023609,0.0009412499976235722
c1ccnc(c1)NC(=O)N,20,0.082,0.166670258,0.09105024999840339
c1ccnc(c1)NC(=O)N,30,0.401,0.555141512,0.4597692500091455
c1ccnc(c1)NC(=O)N,40,0.929,1.149604391,1.0363162500230771
c1ccnc(c1)NC(=O)N,50,1.696,1.981694087,1.859219749999994
c1ccnc(c1)NC(=O)N,60,2.719,3.045018566,2.938017750015689
c1ccnc(c1)NC(=O)N,70,4.001,4.291373888,4.269949250020062
c1ccnc(c1)NC(=O)N,80,5.481,5.607119585,5.7824125000252025
c1ccnc(c1)NC(=O)N,90,7.554,7.222094071,7.700868250004049
c1ccnc(c1)NC(=O)N,100,6.647,6.935355723,7.128839250007246
c1ccnc(c1)NC(=O)N,110,5.463,5.883069328,5.907410500023502
c1ccnc(c1)NC(=O)N,120,4.36,4.831394,4.76291325000247
c1ccnc(c1)NC(=O)N,130,3.44,3.906894954,3.800077250022156
c1ccnc(c1)NC(=O)N,140,2.749,3.205900644,3.0632040000206473
c1ccnc(c1)NC(=O)N,150,2.285,2.755010721,2.558819500002869
c1ccnc(c1)NC(=O)N,160,2.015,2.508737775,2.2530387500187032
c1ccnc(c1)NC(=O)N,170,1.903,2.423631565,2.1163065000214942
c1ccnc(c1)NC(=O)N,180,2.326,2.656674085,2.2625140000090482
c1ccnc(c1)c2[nH]ccn2,-170,0.264,0.252078837,0.24114824996900097
c1ccnc(c1)c2[nH]ccn2,-160,1.006,0.931805748,0.8966347499691096
c1ccnc(c1)c2[nH]ccn2,-150,2.2,2.018313343,1.948324749989041
c1ccnc(c1)c2[nH]ccn2,-140,3.764,3.442077018,3.3276324999808082
c1ccnc(c1)c2[nH]ccn2,-130,5.599,5.058690103,4.90673624998891
c1ccnc(c1)c2[nH]ccn2,-120,7.556,6.681984602,6.5566847499822245
c1ccnc(c1)c2[nH]ccn2,-110,9.425,8.063257291,8.07554849999974
c1ccnc(c1)c2[nH]ccn2,-100,10.998,9.078493491,9.313041249992864
c1ccnc(c1)c2[nH]ccn2,-90,11.996,9.644188767,10.099110499998574
c1ccnc(c1)c2[nH]ccn2,-80,12.314,9.786550218,10.356259999998514
c1ccnc(c1)c2[nH]ccn2,-70,12.006,9.671000055,10.21143300000034
c1ccnc(c1)c2[nH]ccn2,-60,11.371,9.348763212,9.83957649999752
c1ccnc(c1)c2[nH]ccn2,-50,10.762,8.942368487,9.446698749976434
c1ccnc(c1)c2[nH]ccn2,-40,10.322,8.604374549,9.169594749984071
c1ccnc(c1)c2[nH]ccn2,-30,10.124,8.445373714,9.092035749987275
c1ccnc(c1)c2[nH]ccn2,-20,10.168,8.479488847,9.231026999993048
c1ccnc(c1)c2[nH]ccn2,-10,10.378,8.637832327,9.492568999981899
c1ccnc(c1)c2[nH]ccn2,0,10.392,8.515318102,9.427622750003195
c1ccnc(c1)c2[nH]ccn2,10,10.374,8.628057902,9.482717249978236
c1ccnc(c1)c2[nH]ccn2,20,10.166,8.47941084,9.23071324999384
c1ccnc(c1)c2[nH]ccn2,30,10.124,8.444393191,9.091094499989651
c1ccnc(c1)c2[nH]ccn2,40,10.324,8.605377269,9.170410499989146
c1ccnc(c1)c2[nH]ccn2,50,10.764,8.94358341,9.447953749973266
c1ccnc(c1)c2[nH]ccn2,60,11.371,9.348376129,9.83957649999752
c1ccnc(c1)c2[nH]ccn2,70,12.004,9.66793059,10.208044499987494
c1ccnc(c1)c2[nH]ccn2,80,12.312,9.785195926,10.354816749995024
c1ccnc(c1)c2[nH]ccn2,90,11.996,9.644391975,10.098984999970355
c1ccnc(c1)c2[nH]ccn2,100,10.996,9.075317225,9.310029249993335
c1ccnc(c1)c2[nH]ccn2,110,9.427,8.064384118,8.07699175000323
c1ccnc(c1)c2[nH]ccn2,120,7.558,6.684401168,6.559194749975887
c1ccnc(c1)c2[nH]ccn2,130,5.605,5.062871542,4.910877749992721
c1ccnc(c1)c2[nH]ccn2,140,3.766,3.443176832,3.3284482499858825
c1ccnc(c1)c2[nH]ccn2,150,2.2,2.019011236,1.949391499979214
c1ccnc(c1)c2[nH]ccn2,160,1.002,0.930095171,0.8951287499871796
c1ccnc(c1)c2[nH]ccn2,170,0.26,0.248414337,0.23738324997850668
c1ccnc(c1)c2[nH]ccn2,180,0,0,0
CC(=O)c1nccn1C,-170,11.284,9.859889546,10.267531499987115
CC(=O)c1nccn1C,-160,11.366,9.720857248,10.180685500006632
CC(=O)c1nccn1C,-150,11.61,9.589635956,10.17095924999552
CC(=O)c1nccn1C,-140,12.089,9.600066954,10.325073249977379
CC(=O)c1nccn1C,-130,12.818,9.815877835,10.649051499986939
CC(=O)c1nccn1C,-120,13.319,10.02045083,10.834038499990726
CC(=O)c1nccn1C,-110,13.823,9.980038727,10.85524799997998
CC(=O)c1nccn1C,-100,14.37,10.39715538,10.93669749999549
CC(=O)c1nccn1C,-90,13.7,9.829803446,10.473602499987607
CC(=O)c1nccn1C,-80,11.732,8.890704363,9.315362999979868
CC(=O)c1nccn1C,-70,9.311,7.47258154,7.640879249998562
CC(=O)c1nccn1C,-60,6.91,5.770691678,5.795464499999383
CC(=O)c1nccn1C,-50,4.78,4.097497072,4.054904999999422
CC(=O)c1nccn1C,-40,3.021,2.638449835,2.5632747500058883
CC(=O)c1nccn1C,-30,1.669,1.493724968,1.4167694999970593
CC(=O)c1nccn1C,-20,0.722,0.685341333,0.6240487499938752
CC(=O)c1nccn1C,-10,0.169,0.185181458,0.1533609999908947
CC(=O)c1nccn1C,0,0,0,0
CC(=O)c1nccn1C,10,0.169,0.185181458,0.1533609999908947
CC(=O)c1nccn1C,20,0.722,0.685341333,0.6240487499938752
CC(=O)c1nccn1C,30,1.669,1.493724968,1.4167694999970593
CC(=O)c1nccn1C,40,3.021,2.638449835,2.5632747500058883
CC(=O)c1nccn1C,50,4.78,4.097497072,4.054904999999422
CC(=O)c1nccn1C,60,6.91,5.770691678,5.795401749985274
CC(=O)c1nccn1C,70,9.311,7.47258154,7.640941999977002
CC(=O)c1nccn1C,80,11.732,8.890704363,9.315362999979868
CC(=O)c1nccn1C,90,13.7,9.829803446,10.473602499987607
CC(=O)c1nccn1C,100,14.37,10.39715538,10.93669749999549
CC(=O)c1nccn1C,110,13.823,9.980038727,10.85518525000154
CC(=O)c1nccn1C,120,13.319,10.02045083,10.834038499990726
CC(=O)c1nccn1C,130,12.818,9.815877835,10.649051499986939
CC(=O)c1nccn1C,140,12.089,9.600066954,10.325073249977379
CC(=O)c1nccn1C,150,11.61,9.589635956,10.17095924999552
CC(=O)c1nccn1C,160,11.366,9.720857248,10.180685500006632
CC(=O)c1nccn1C,170,11.284,9.859889546,10.267531499987115
CC(=O)c1nccn1C,180,11.245,9.885214274,10.304302999979882
CC(=O)Nc1ncccn1,-170,0.036,0.033219258,0.04354850001845989
CC(=O)Nc1ncccn1,-160,0.227,0.278620221,0.26656200001184516
CC(=O)Nc1ncccn1,-150,0.65,0.749947817,0.7339867499945285
CC(=O)Nc1ncccn1,-140,1.286,1.43677545,1.4162047500127528
CC(=O)Nc1ncccn1,-130,2.151,2.362614286,2.335868750023593
CC(=O)Nc1ncccn1,-120,3.243,3.51346889,3.48275050001007
CC(=O)Nc1ncccn1,-110,4.513,4.81005484,4.796421750010609
CC(=O)Nc1ncccn1,-100,5.88,6.149047471,6.214195250019401
CC(=O)Nc1ncccn1,-90,7.097,7.240095031,7.4514997500058655
CC(=O)Nc1ncccn1,-80,5.653,5.928148892,5.9980842500085885
CC(=O)Nc1ncccn1,-70,4.215,4.51305597,4.51730974999478
CC(=O)Nc1ncccn1,-60,2.934,3.19037752,3.1818642500206806
CC(=O)Nc1ncccn1,-50,1.889,2.081522621,2.0734482500155593
CC(=O)Nc1ncccn1,-40,1.097,1.228689064,1.2209267500135468
CC(=O)Nc1ncccn1,-30,0.533,0.616440203,0.6067297500233337
CC(=O)Nc1ncccn1,-20,0.168,0.208616407,0.198854750018711
CC(=O)Nc1ncccn1,-10,0.029,0.021537397,0.03369675001479777
CC(=O)Nc1ncccn1,0,0,0,0
CC(=O)Nc1ncccn1,10,0.029,0.021537397,0.03369675001479777
CC(=O)Nc1ncccn1,20,0.168,0.208616407,0.198854750018711
CC(=O)Nc1ncccn1,30,0.533,0.616440203,0.6067297500233337
CC(=O)Nc1ncccn1,40,1.097,1.228689064,1.2209267500135468
CC(=O)Nc1ncccn1,50,1.889,2.081522621,2.0735109999939993
CC(=O)Nc1ncccn1,60,2.934,3.19037752,3.1818015000065714
CC(=O)Nc1ncccn1,70,4.215,4.51305597,4.51730974999478
CC(=O)Nc1ncccn1,80,5.653,5.928148892,5.9980842500085885
CC(=O)Nc1ncccn1,90,7.097,7.240095031,7.4514997500058655
CC(=O)Nc1ncccn1,100,5.88,6.149047471,6.214195250019401
CC(=O)Nc1ncccn1,110,4.513,4.81005484,4.796421750010609
CC(=O)Nc1ncccn1,120,3.243,3.51346889,3.48275050001007
CC(=O)Nc1ncccn1,130,2.151,2.362614286,2.335868750023593
CC(=O)Nc1ncccn1,140,1.286,1.43677545,1.4162047500127528
CC(=O)Nc1ncccn1,150,0.65,0.749947817,0.7339867499945285
CC(=O)Nc1ncccn1,160,0.227,0.278620221,0.26656200001184516
CC(=O)Nc1ncccn1,170,0.036,0.033219258,0.04354850001845989
CC(=O)Nc1ncccn1,180,0.005,0.002962477,0.004455250003019273
c1ccc(cc1)c2nccs2,-170,0,0,0
c1ccc(cc1)c2nccs2,-160,0.101,0.126897109,0.03513999998261852
c1ccc(cc1)c2nccs2,-150,0.387,0.407921014,0.24510150003749231
c1ccc(cc1)c2nccs2,-140,0.892,0.865356684,0.6785784999846101
c1ccc(cc1)c2nccs2,-130,1.594,1.453407892,1.3090277500265302
c1ccc(cc1)c2nccs2,-120,2.451,2.075371563,2.0797860000138257
c1ccc(cc1)c2nccs2,-110,3.371,2.593633907,2.8563799999935213
c1ccc(cc1)c2nccs2,-100,4.053,2.916857339,3.4389510000065115
c1ccc(cc1)c2nccs2,-90,4.322,3.014817307,3.656630749977694
c1ccc(cc1)c2nccs2,-80,4.075,2.905850948,3.4381979999798773
c1ccc(cc1)c2nccs2,-70,3.396,2.614072703,2.8786562499729484
c1ccc(cc1)c2nccs2,-60,2.468,2.113695954,2.122079500035454
c1ccc(cc1)c2nccs2,-50,1.628,1.492188245,1.352262500010113
c1ccc(cc1)c2nccs2,-40,0.906,0.871593645,0.6869242499706729
c1ccc(cc1)c2nccs2,-30,0.406,0.418915437,0.2529452499820195
c1ccc(cc1)c2nccs2,-20,0.192,0.219801806,0.11577375002872259
c1ccc(cc1)c2nccs2,-10,0.245,0.281411758,0.25106274998677236
c1ccc(cc1)c2nccs2,0,0.319,0.336637448,0.36922099998093927
c1ccc(cc1)c2nccs2,10,0.245,0.281411758,0.25106274998677236
c1ccc(cc1)c2nccs2,20,0.192,0.219801806,0.11571099997894407
c1ccc(cc1)c2nccs2,30,0.406,0.418915437,0.2529452499820195
c1ccc(cc1)c2nccs2,40,0.906,0.871593645,0.6869242499706729
c1ccc(cc1)c2nccs2,50,1.628,1.492188245,1.3521369999818944
c1ccc(cc1)c2nccs2,60,2.468,2.113695954,2.122079500035454
c1ccc(cc1)c2nccs2,70,3.396,2.614072703,2.8786562499729484
c1ccc(cc1)c2nccs2,80,4.075,2.905850948,3.4381979999798773
c1ccc(cc1)c2nccs2,90,4.322,3.014817307,3.656630749977694
c1ccc(cc1)c2nccs2,100,4.053,2.916857339,3.4389510000065115
c1ccc(cc1)c2nccs2,110,3.371,2.593633907,2.8562545000366413
c1ccc(cc1)c2nccs2,120,2.451,2.075371563,2.0797232500353857
c1ccc(cc1)c2nccs2,130,1.594,1.453407892,1.3090905000049702
c1ccc(cc1)c2nccs2,140,0.892,0.865356684,0.67851575000617
c1ccc(cc1)c2nccs2,150,0.387,0.407921014,0.24522699999437236
c1ccc(cc1)c2nccs2,160,0.101,0.126897109,0.03513999998261852
c1ccc(cc1)c2nccs2,170,0,0,0
c1ccc(cc1)c2nccs2,180,0.235,0.213498111,0.2582162500257823
c1ccnc(c1)c2ccco2,-170,2.818,2.695673847,2.659219499999068
c1ccnc(c1)c2ccco2,-160,2.922,2.943398693,2.735837249998241
c1ccnc(c1)c2ccco2,-150,3.186,3.36130533,2.967133749999249
c1ccnc(c1)c2ccco2,-140,3.634,3.936551017,3.388562750019588
c1ccnc(c1)c2ccco2,-130,4.317,4.643290848,4.009348499993166
c1ccnc(c1)c2ccco2,-120,5.232,5.385922033,4.763979999992642
c1ccnc(c1)c2ccco2,-110,6.194,6.059245367,5.554755500022139
c1ccnc(c1)c2ccco2,-100,6.997,6.496856171,6.1926719999952695
c1ccnc(c1)c2ccco2,-90,7.33,6.527133741,6.461116500002362
c1ccnc(c1)c2ccco2,-80,6.922,6.156453086,6.204657250014947
c1ccnc(c1)c2ccco2,-70,5.93,5.391180637,5.44575875001911
c1ccnc(c1)c2ccco2,-60,4.672,4.350167375,4.3665842499900975
c1ccnc(c1)c2ccco2,-50,3.381,3.244638739,3.211858749987755
c1ccnc(c1)c2ccco2,-40,2.215,2.193910694,2.13437850001867
c1ccnc(c1)c2ccco2,-30,1.28,1.286935585,1.2289587500004018
c1ccnc(c1)c2ccco2,-20,0.59,0.597357136,0.5610477499888589
c1ccnc(c1)c2ccco2,-10,0.161,0.157769184,0.1472742500133961
c1ccnc(c1)c2ccco2,0,0,0,0
c1ccnc(c1)c2ccco2,10,0.161,0.157769184,0.1472742500133961
c1ccnc(c1)c2ccco2,20,0.59,0.597357136,0.5610477499888589
c1ccnc(c1)c2ccco2,30,1.28,1.286935585,1.2289587500004018
c1ccnc(c1)c2ccco2,40,2.215,2.193910694,2.1343157500045606
c1ccnc(c1)c2ccco2,50,3.381,3.244638739,3.211796000009315
c1ccnc(c1)c2ccco2,60,4.672,4.350167375,4.3665842499900975
c1ccnc(c1)c2ccco2,70,5.93,5.391180637,5.44575875001911
c1ccnc(c1)c2ccco2,80,6.922,6.156453086,6.204719999993387
c1ccnc(c1)c2ccco2,90,7.33,6.527133741,6.461116500002362
c1ccnc(c1)c2ccco2,100,6.997,6.496856171,6.1926719999952695
c1ccnc(c1)c2ccco2,110,6.194,6.059245367,5.55469275000803
c1ccnc(c1)c2ccco2,120,5.232,5.385922033,4.763979999992642
c1ccnc(c1)c2ccco2,130,4.317,4.643290848,4.009285750014726
c1ccnc(c1)c2ccco2,140,3.634,3.936551017,3.388562750019588
c1ccnc(c1)c2ccco2,150,3.186,3.36130533,2.967133749999249
c1ccnc(c1)c2ccco2,160,2.922,2.943398693,2.735837249998241
c1ccnc(c1)c2ccco2,170,2.818,2.69635581,2.6600352500041424
c1ccnc(c1)c2ccco2,180,2.736,2.524022524,2.585425499992766
CC(=O)c1nccs1,-170,5.735,4.636300135,5.487110999971776
CC(=O)c1nccs1,-160,6.052,4.896952343,5.681071249960041
CC(=O)c1nccs1,-150,6.653,5.273794012,6.030651499983435
CC(=O)c1nccs1,-140,7.505,5.758797015,6.5236782499442825
CC(=O)c1nccs1,-130,8.516,6.280939598,7.106437499963931
CC(=O)c1nccs1,-120,9.556,6.737744738,7.671940499991479
CC(=O)c1nccs1,-110,10.441,7.064100405,8.096820749967435
CC(=O)c1nccs1,-100,10.899,7.258986532,8.262919999968972
CC(=O)c1nccs1,-90,10.617,7.290750212,8.044675499977814
CC(=O)c1nccs1,-80,9.562,7.01140654,7.372120999992262
CC(=O)c1nccs1,-70,7.971,6.277281484,6.290185499984489
CC(=O)c1nccs1,-60,6.164,5.189786298,4.993456749941174
CC(=O)c1nccs1,-50,4.413,3.91706068,3.656254249964377
CC(=O)c1nccs1,-40,2.871,2.652624062,2.421020499979818
CC(=O)c1nccs1,-30,1.63,1.565348302,1.4000779999892643
CC(=O)c1nccs1,-20,0.72,0.723450985,0.6323944999442688
CC(=O)c1nccs1,-10,0.18,0.191463607,0.16133024999930967
CC(=O)c1nccs1,0,0,0,0
CC(=O)c1nccs1,10,0.18,0.191463607,0.16133024999930967
CC(=O)c1nccs1,20,0.72,0.723450985,0.6323944999442688
CC(=O)c1nccs1,30,1.63,1.565348302,1.4000779999892643
CC(=O)c1nccs1,40,2.871,2.652624062,2.421020499979818
CC(=O)c1nccs1,50,4.413,3.91706068,3.656254249964377
CC(=O)c1nccs1,60,6.164,5.189786298,4.993456749941174
CC(=O)c1nccs1,70,7.971,6.277281484,6.290185499984489
CC(=O)c1nccs1,80,9.562,7.01140654,7.372120999992262
