scan,mm_energy,qm_relative_energy,mm_relative_energy
80.0,-20.984877,0.17,0.3142159999999983
90.0,-21.299093,0.0,0.0
100.0,-21.12065,0.34,0.1784429999999979
110.0,-20.550385,1.114,0.7487080000000006
120.0,-19.58576,2.15,1.7133329999999987
130.0,-19.623552,2.452,1.675540999999999
140.0,-19.360477,2.802,1.9386159999999997
150.0,-18.984947,3.304,2.314146000000001
160.0,-18.533142,4.049,2.7659509999999976
170.0,-15.697745,5.63,5.601348
180.0,-15.615191,5.705,5.683902
-170.0,36.947605,0.264,0.33262200000000064
-160.0,37.84616,1.006,1.2311769999999953
-150.0,39.205345,2.2,2.590361999999999
-140.0,40.936928,3.764,4.3219449999999995
-130.0,42.910027,5.599,6.295043999999997
-120.0,44.99108,7.556,8.376096999999994
-110.0,47.01026,9.425,10.395277
-100.0,48.78737,10.998,12.172387
-90.0,50.097797,11.996,13.482813999999998
-80.0,50.76677,12.314,14.151786999999999
-70.0,51.010654,12.006,14.395671
-60.0,50.97052,11.371,14.355536999999998
-50.0,50.79254,10.762,14.177557
-40.0,50.56759,10.322,13.952607
-30.0,50.37207,10.124,13.757086999999999
-20.0,50.2768,10.168,13.661817
-10.0,50.251606,10.378,13.636623
0.0,49.92926,10.392,13.314276999999997
10.0,50.25338,10.374,13.638396999999998
20.0,50.282223,10.166,13.66724
30.0,50.374096,10.124,13.759113
40.0,50.565342,10.324,13.950358999999999
50.0,50.796856,10.764,14.181872999999996
60.0,50.96864,11.371,14.353656999999998
70.0,51.00444,12.004,14.389457
80.0,50.769436,12.312,14.154452999999997
90.0,50.103317,11.996,13.488333999999995
100.0,48.792164,10.996,12.177180999999997
110.0,47.01334,9.427,10.398356999999997
120.0,44.992813,7.558,8.377829999999996
130.0,42.9109,5.605,6.295916999999996
140.0,40.94122,3.766,4.326236999999999
150.0,39.20668,2.2,2.5916969999999964
160.0,37.84564,1.002,1.2306570000000008
170.0,36.949123,0.26,0.3341399999999979
180.0,36.614983,0.0,0.0
-170.0,-214.51991,0.036,0.0002599999999972624
-160.0,-214.30505,0.227,0.21512000000001308
-150.0,-213.87224,0.65,0.6479300000000023
-140.0,-213.25748,1.286,1.2626900000000205
-130.0,-212.49936,2.151,2.0208100000000115
-120.0,-211.5642,3.243,2.9559700000000078
-110.0,-210.51006,4.513,4.010109999999997
-100.0,-209.33963,5.88,5.180540000000008
-90.0,-208.18727,7.097,6.332899999999995
-80.0,-209.52014,5.653,5.0000300000000095
-70.0,-210.79465,4.215,3.7255200000000173
-60.0,-211.90576,2.934,2.6144100000000208
-50.0,-212.78906,1.889,1.731110000000001
-40.0,-213.50253,1.097,1.01764
-30.0,-214.00883,0.533,0.5113400000000183
-20.0,-214.37013,0.168,0.15004000000001838
-10.0,-214.52017,0.029,0.0
0.0,-214.51027,0.0,0.009900000000016007
10.0,-214.52017,0.029,0.0
20.0,-214.37013,0.168,0.15004000000001838
30.0,-214.00883,0.533,0.5113400000000183
40.0,-213.50253,1.097,1.01764
50.0,-212.78906,1.889,1.731110000000001
60.0,-211.90576,2.934,2.6144100000000208
70.0,-210.79465,4.215,3.7255200000000173
80.0,-209.52014,5.653,5.0000300000000095
90.0,-208.18727,7.097,6.332899999999995
100.0,-209.33963,5.88,5.180540000000008
110.0,-210.51006,4.513,4.010109999999997
120.0,-211.56422,3.243,2.9559500000000014
130.0,-212.49936,2.151,2.0208100000000115
140.0,-213.25748,1.286,1.2626900000000205
150.0,-213.87224,0.65,0.6479300000000023
160.0,-214.30505,0.227,0.21512000000001308
170.0,-214.51991,0.036,0.0002599999999972624
180.0,-214.5174,0.005,0.002769999999998163
-170.0,6.807735,5.781,9.1967187
-160.0,6.2753496,5.658,8.6643333
-150.0,5.4077625,5.475,7.796746199999999
-140.0,4.3505,5.161,6.7394837
-130.0,3.2081285,4.662,5.5971122
-120.0,2.1130679,3.955,4.5020516
-110.0,1.1231023,3.108,3.512086
-100.0,0.26133746,2.221,2.65032116
-90.0,-0.42899105,1.39,1.9599926499999998
-80.0,-0.9500495,0.706,1.4389341999999998
-70.0,-1.3591924,0.261,1.0297912999999999
-60.0,-1.681668,0.029,0.7073156999999999
-50.0,-1.933375,0.0,0.45560869999999976
-40.0,-2.1031847,0.237,0.2857989999999999
-30.0,-2.2346578,0.606,0.1543258999999999
-20.0,-2.3045747,0.97,0.08440899999999996
-10.0,-2.353052,1.209,0.0359316999999999
0.0,-2.3889837,1.287,0.0
10.0,-2.3517118,1.209,0.03727189999999991
20.0,-2.3072572,0.972,0.08172649999999981
30.0,-2.2329893,0.606,0.15599439999999998
40.0,-2.1005309,0.237,0.28845279999999995
50.0,-1.9324386,0.0,0.4565450999999998
60.0,-1.6831121,0.029,0.7058715999999998
70.0,-1.3568146,0.261,1.0321690999999997
80.0,-0.9514645,0.708,1.4375191999999997
90.0,-0.42903116,1.392,1.9599525399999997
100.0,0.26168483,2.221,2.65066853
110.0,1.1224158,3.11,3.5113994999999996
120.0,2.1085932,3.953,4.4975769
130.0,3.2075522,4.664,5.596535899999999
140.0,4.349755,5.161,6.7387387
150.0,5.4090176,5.473,7.7980013
160.0,6.281089,5.658,8.670072699999999
170.0,6.8064003,5.781,9.195384
180.0,6.912383,5.811,9.301366699999999
-170.0,57.278072,11.284,10.309874999999998
-160.0,57.205986,11.366,10.237789
-150.0,57.161625,11.61,10.193427999999997
-140.0,57.255657,12.089,10.287459999999996
-130.0,57.52184,12.818,10.553642999999994
-120.0,58.260853,13.319,11.292655999999994
-110.0,58.17407,13.823,11.205872999999997
-100.0,57.753906,14.37,10.785708999999997
-90.0,57.112873,13.7,10.144675999999997
-80.0,56.26372,11.732,9.295522999999996
-70.0,55.014477,9.311,8.046279999999996
-60.0,53.51149,6.91,6.5432929999999985
-50.0,51.902878,4.78,4.934680999999998
-40.0,50.3541,3.021,3.385902999999999
-30.0,49.013847,1.669,2.045649999999995
-20.0,47.9713,0.722,1.0031029999999959
-10.0,47.253723,0.169,0.2855259999999973
0.0,46.968197,0.0,0.0
10.0,47.253723,0.169,0.2855259999999973
20.0,47.9713,0.722,1.0031029999999959
30.0,49.013847,1.669,2.045649999999995
40.0,50.3541,3.021,3.385902999999999
50.0,51.902878,4.78,4.934680999999998
60.0,53.511494,6.91,6.5432969999999955
70.0,55.014477,9.311,8.046279999999996
80.0,56.26373,11.732,9.295532999999999
90.0,57.112873,13.7,10.144675999999997
100.0,57.753906,14.37,10.785708999999997
110.0,58.17407,13.823,11.205872999999997
120.0,58.260853,13.319,11.292655999999994
130.0,57.52184,12.818,10.553642999999994
140.0,57.255657,12.089,10.287459999999996
150.0,57.161625,11.61,10.193427999999997
160.0,57.205986,11.366,10.237789
170.0,57.278072,11.284,10.309874999999998
180.0,57.28248,11.245,10.314282999999996
-170.0,27.387436,0.158,0.32149100000000175
-160.0,27.749365,0.23,0.6834200000000017
-150.0,28.429474,0.497,1.3635289999999998
-140.0,29.439842,0.97,2.3738969999999995
-130.0,30.73481,1.633,3.6688650000000003
-120.0,32.147755,2.432,5.081809999999997
-110.0,33.533485,3.383,6.46754
-100.0,34.60189,4.163,7.535944999999998
-90.0,35.055016,4.482,7.989071000000003
-80.0,34.69209,4.189,7.626145000000001
-70.0,33.670635,3.454,6.604689999999998
-60.0,32.298992,2.519,5.233046999999999
-50.0,30.82861,1.71,3.762665000000002
-40.0,29.484993,1.018,2.419048
-30.0,28.45608,0.513,1.3901350000000008
-20.0,27.780048,0.233,0.7141030000000015
-10.0,27.538572,0.205,0.47262699999999924
0.0,27.065945,0.0,0.0
10.0,27.538572,0.205,0.47262699999999924
20.0,27.780048,0.233,0.7141030000000015
30.0,28.456087,0.513,1.3901420000000009
40.0,29.484997,1.018,2.4190520000000006
50.0,30.828606,1.71,3.7626610000000014
60.0,32.298992,2.519,5.233046999999999
70.0,33.670643,3.454,6.604697999999999
80.0,34.69209,4.189,7.626145000000001
90.0,35.055016,4.482,7.989071000000003
100.0,34.601894,4.163,7.535949000000002
110.0,33.533478,3.383,6.467533000000003
120.0,32.147755,2.432,5.081809999999997
130.0,30.734808,1.633,3.6688630000000018
140.0,29.439842,0.97,2.3738969999999995
150.0,28.429474,0.497,1.3635289999999998
160.0,27.749361,0.23,0.6834160000000011
170.0,27.387436,0.158,0.32149100000000175
180.0,27.34341,0.244,0.2774649999999994
-170.0,17.805012,2.139,1.6476819999999996
-160.0,16.73092,1.047,0.5735899999999994
-150.0,16.157331,0.251,9.999999974752427e-07
-140.0,16.159018,0.0,0.0016879999999979134
-130.0,16.649132,0.26,0.49180199999999985
-120.0,17.45761,0.898,1.3002799999999972
-110.0,18.350796,1.686,2.1934659999999973
-100.0,19.083323,2.341,2.9259929999999983
-90.0,19.37484,2.596,3.217509999999997
-80.0,19.08607,2.343,2.9287399999999977
-70.0,18.35129,1.687,2.193959999999997
-60.0,17.458347,0.904,1.301016999999998
-50.0,16.651857,0.261,0.49452699999999794
-40.0,16.159252,0.01,0.0019219999999968707
-30.0,16.18331,0.281,0.025979999999997005
-20.0,16.779036,1.104,0.6217059999999996
-10.0,17.811941,2.208,1.6546109999999992
0.0,18.915123,3.105,2.7577929999999995
10.0,17.811945,2.208,1.6546149999999997
20.0,16.779036,1.104,0.6217059999999996
30.0,16.18331,0.281,0.025979999999997005
40.0,16.159252,0.01,0.0019219999999968707
50.0,16.651857,0.261,0.49452699999999794
60.0,17.458347,0.904,1.301016999999998
70.0,18.35129,1.687,2.193959999999997
80.0,19.08607,2.343,2.9287399999999977
90.0,19.37484,2.596,3.217509999999997
100.0,19.083323,2.341,2.9259929999999983
110.0,18.350798,1.686,2.1934679999999993
120.0,17.45761,0.898,1.3002799999999972
130.0,16.64913,0.26,0.4917999999999978
140.0,16.159016,0.0,0.0016859999999994102
150.0,16.15733,0.251,0.0
160.0,16.730919,1.047,0.5735889999999984
170.0,17.80501,2.139,1.6476799999999976
180.0,18.869087,2.989,2.7117569999999986
-170.0,-95.45506,0.279,0.4820699999999931
-160.0,-94.50552,0.863,1.431609999999992
-150.0,-93.13125,1.742,2.805880000000002
-140.0,-91.398125,2.854,4.539005000000003
-130.0,-89.37603,4.093,6.561099999999996
-120.0,-87.09139,5.295,8.845739999999992
-110.0,-84.54884,6.318,11.388289999999998
-100.0,-81.9139,7.13,14.023229999999998
-90.0,-78.76049,7.82,17.176639999999992
-80.0,-78.581535,7.667,17.355594999999994
-70.0,-78.721954,7.548,17.215176
-60.0,-79.171326,7.503,16.765804000000003
-50.0,-79.92929,7.541,16.00784
-40.0,-81.00614,7.639,14.930989999999994
-30.0,-82.23208,7.79,13.70505
-20.0,-83.408104,8.144,12.529026000000002
-10.0,-84.37847,8.72,11.558660000000003
0.0,-85.161316,9.215,10.775813999999997
10.0,-84.37847,8.72,11.558660000000003
20.0,-83.40809,8.144,12.529039999999995
30.0,-82.23208,7.79,13.70505
40.0,-81.00614,7.639,14.930989999999994
50.0,-79.92929,7.541,16.00784
60.0,-79.171326,7.503,16.765804000000003
70.0,-78.721954,7.548,17.215176
80.0,-78.581535,7.667,17.355594999999994
90.0,-78.757996,7.82,17.17913399999999
100.0,-81.9139,7.13,14.023229999999998
110.0,-84.54883,6.318,11.388300000000001
120.0,-87.0914,5.295,8.845730000000003
130.0,-89.376015,4.093,6.561115000000001
140.0,-91.398125,2.854,4.539005000000003
150.0,-93.13125,1.742,2.805880000000002
160.0,-94.50552,0.863,1.431609999999992
170.0,-95.45506,0.279,0.4820699999999931
180.0,-95.93713,0.0,0.0
-170.0,23.588623,0.169,0.28014599999999845
-160.0,24.097649,0.515,0.7891720000000007
-150.0,24.949862,1.194,1.6413849999999996
-140.0,26.1715,2.222,2.863023000000002
-130.0,27.684124,3.548,4.375647000000001
-120.0,29.382631,5.04,6.074154
-110.0,31.078384,6.496,7.769907
-100.0,32.474155,7.67,9.165678000000003
-90.0,33.380714,8.344,10.072236999999998
-80.0,33.541607,8.418,10.23313
-70.0,33.25771,8.01,9.949233000000003
-60.0,32.74626,7.388,9.437783
-50.0,32.14896,6.848,8.840483000000003
-40.0,31.659756,6.606,8.351279000000002
-30.0,31.32577,6.746,8.017292999999999
-20.0,31.197842,7.242,7.8893650000000015
-10.0,31.290716,7.898,7.982239
0.0,31.26049,8.142,7.952013000000001
10.0,31.285753,7.902,7.977276
20.0,31.19666,7.244,7.8881830000000015
30.0,31.320131,6.742,8.011654
40.0,31.661123,6.608,8.352646
50.0,32.151,6.85,8.842523000000003
60.0,32.74816,7.388,9.439682999999999
70.0,33.257294,8.012,9.948817000000002
80.0,33.544495,8.416,10.236017999999998
90.0,33.377113,8.344,10.068636000000001
100.0,32.475475,7.67,9.166998000000003
110.0,31.076685,6.498,7.768208000000001
120.0,29.38638,5.04,6.077902999999999
130.0,27.687723,3.55,4.379245999999998
140.0,26.171751,2.222,2.8632740000000005
150.0,24.943907,1.192,1.6354299999999995
160.0,24.092272,0.519,0.7837950000000014
170.0,23.587107,0.169,0.2786299999999997
180.0,23.308477,0.0,0.0
-170.0,-32.47241,0.21,0.5655769999999976
-160.0,-31.42522,0.721,1.6127670000000016
-150.0,-29.947884,1.444,3.0901030000000027
-140.0,-28.059107,2.327,4.97888
-130.0,-25.787405,3.222,7.250582000000001
-120.0,-23.135677,3.951,9.90231
-110.0,-20.544744,3.954,12.493243
-100.0,-20.5435,3.734,12.494487
-90.0,-20.552866,3.605,12.485121
-80.0,-20.577438,3.556,12.460549
-70.0,-20.672722,3.64,12.365265
-60.0,-20.830606,3.884,12.207381000000002
-50.0,-21.08069,4.283,11.957297
-40.0,-21.402702,4.826,11.635285
-30.0,-21.782114,5.478,11.255873000000001
-20.0,-22.142696,6.197,10.895291
-10.0,-21.168789,7.051,11.869198
0.0,-21.547167,7.214,11.49082
10.0,-21.168781,7.051,11.869206000000002
20.0,-22.14085,6.197,10.897137
30.0,-21.782114,5.478,11.255873000000001
40.0,-21.402702,4.826,11.635285
50.0,-21.080683,4.283,11.957304
60.0,-20.830606,3.884,12.207381000000002
70.0,-20.672714,3.64,12.365273000000002
80.0,-20.577438,3.556,12.460549
90.0,-20.552858,3.605,12.485129
100.0,-20.5435,3.734,12.494487
110.0,-20.544744,3.954,12.493243
120.0,-23.13569,3.951,9.902297
130.0,-25.787397,3.222,7.2505900000000025
140.0,-28.059107,2.327,4.97888
150.0,-29.947884,1.444,3.0901030000000027
160.0,-31.42522,0.721,1.6127670000000016
170.0,-32.472416,0.21,0.5655709999999985
180.0,-33.037987,0.0,0.0
-170.0,24.591097,0.425,0.3073560000000022
-160.0,24.81506,0.087,0.5313189999999999
-150.0,25.227564,0.013,0.9438230000000019
-140.0,25.916512,0.245,1.6327710000000017
-130.0,26.870804,0.782,2.5870630000000006
-120.0,27.92684,1.548,3.6430989999999994
-110.0,28.913359,2.438,4.629618000000001
-100.0,29.675465,3.158,5.391724
-90.0,29.959965,3.443,5.676224000000001
-80.0,29.72962,3.162,5.4458790000000015
-70.0,28.99218,2.439,4.708439000000002
-60.0,27.987774,1.567,3.7040330000000026
-50.0,26.878563,0.789,2.5948220000000006
-40.0,25.901861,0.244,1.6181200000000011
-30.0,25.217129,0.0,0.9333880000000008
-20.0,24.915012,0.128,0.6312710000000017
-10.0,24.79149,0.48,0.5077490000000004
0.0,24.620325,0.884,0.336584000000002
10.0,24.791492,0.48,0.5077510000000025
20.0,24.915014,0.128,0.6312730000000002
30.0,25.21713,0.0,0.9333890000000018
40.0,25.901863,0.244,1.6181219999999996
50.0,26.878563,0.789,2.5948220000000006
60.0,27.98778,1.567,3.7040390000000016
70.0,28.992182,2.441,4.7084410000000005
80.0,29.72962,3.162,5.4458790000000015
90.0,29.959965,3.443,5.676224000000001
100.0,29.675465,3.158,5.391724
110.0,28.91336,2.438,4.629619000000002
120.0,27.92684,1.548,3.6430989999999994
130.0,26.870804,0.782,2.5870630000000006
140.0,25.916512,0.245,1.6327710000000017
150.0,25.227562,0.013,0.9438209999999998
160.0,24.815054,0.087,0.5313130000000008
170.0,24.591097,0.425,0.3073560000000022
180.0,24.283741,0.849,0.0
-170.0,9.625568,0.1,0.5999559999999988
-160.0,9.452261,0.316,0.4266489999999994
-150.0,9.310923,0.433,0.2853110000000001
-140.0,9.10305,0.543,0.07743799999999901
-130.0,9.025612,0.693,0.0
-120.0,9.028904,0.854,0.0032920000000000726
-110.0,9.069241,1.033,0.04362899999999925
-100.0,9.2139,1.254,0.188288
-90.0,9.566454,1.551,0.5408419999999996
-80.0,10.212948,1.955,1.1873360000000002
-70.0,11.050322,2.396,2.024709999999999
-60.0,13.435461,2.632,4.4098489999999995
-50.0,13.762348,2.791,4.736735999999999
-40.0,13.986754,2.967,4.961141999999999
-30.0,14.199563,3.13,5.173950999999999
-20.0,14.405514,3.312,5.3799019999999995
-10.0,14.546963,3.538,5.521350999999999
0.0,14.563599,3.744,5.537986999999999
10.0,14.551374,3.54,5.5257619999999985
20.0,14.407218,3.314,5.381606
30.0,14.199284,3.13,5.173672
40.0,13.988168,2.967,4.962555999999999
50.0,13.760204,2.791,4.734591999999999
60.0,13.436019,2.632,4.410406999999999
70.0,11.04916,2.396,2.023548
80.0,10.215743,1.955,1.1901309999999992
90.0,9.564886,1.551,0.5392739999999989
100.0,9.212466,1.254,0.18685399999999852
110.0,9.073159,1.033,0.047546999999999784
120.0,9.027673,0.854,0.0020609999999994244
130.0,9.0257,0.693,8.799999999986596e-05
140.0,9.104886,0.543,0.07927399999999984
150.0,9.311831,0.433,0.2862189999999991
160.0,9.450856,0.316,0.4252439999999993
170.0,9.626519,0.1,0.6009069999999994
180.0,9.699922,0.0,0.6743100000000002
-170.0,-48.62581,5.689,5.994574
-160.0,-47.66105,5.107,6.959333999999998
-150.0,-46.869377,4.426,7.751007000000001
-140.0,-46.22864,3.795,8.391744000000003
-130.0,-45.728725,3.283,8.891659000000004
-120.0,-45.333958,2.923,9.286425999999999
-110.0,-45.06529,2.708,9.555094000000004
-100.0,-44.952705,2.616,9.667679
-90.0,-45.108803,2.606,9.511581
-80.0,-45.655914,2.62,8.964469999999999
-70.0,-46.79162,2.583,7.828764
-60.0,-48.84309,2.379,5.777294000000005
-50.0,-51.07195,1.945,3.5484340000000003
-40.0,-52.598774,1.378,2.0216100000000026
-30.0,-53.508747,0.875,1.1116370000000018
-20.0,-54.06186,0.444,0.5585239999999985
-10.0,-54.521088,0.141,0.0992960000000025
0.0,-54.620384,0.0,0.0
10.0,-54.521088,0.141,0.0992960000000025
20.0,-54.06186,0.444,0.5585239999999985
30.0,-53.508747,0.875,1.1116370000000018
40.0,-52.598774,1.378,2.0216100000000026
50.0,-51.07194,1.945,3.5484440000000035
60.0,-48.84309,2.379,5.777294000000005
70.0,-46.79162,2.583,7.828764
80.0,-45.655914,2.62,8.964469999999999
90.0,-45.108803,2.606,9.511581
100.0,-44.952705,2.616,9.667679
110.0,-45.06529,2.708,9.555094000000004
120.0,-45.333958,2.923,9.286425999999999
130.0,-45.728733,3.283,8.891651000000003
140.0,-46.22865,3.795,8.391734
150.0,-46.869377,4.426,7.751007000000001
160.0,-47.66105,5.107,6.959333999999998
170.0,-48.62581,5.689,5.994574
180.0,-49.68315,5.943,4.937234000000004
-170.0,18.001503,0.496,0.1327229999999986
-160.0,18.063803,0.14,0.19502299999999906
-150.0,18.40444,0.0,0.53566
-140.0,19.05746,0.165,1.188679999999998
-130.0,20.01156,0.635,2.1427799999999984
-120.0,21.181631,1.297,3.3128509999999984
-110.0,22.313847,1.998,4.445066999999998
-100.0,23.143213,2.518,5.274432999999998
-90.0,23.489025,2.717,5.620245000000001
-80.0,23.188833,2.547,5.320052999999998
-70.0,22.380873,2.043,4.512093
-60.0,21.229214,1.35,3.360433999999998
-50.0,20.024439,0.665,2.155659
-40.0,19.056564,0.178,1.1877840000000006
-30.0,18.461008,0.004,0.5922279999999986
-20.0,18.279427,0.196,0.4106469999999973
-10.0,18.327957,0.599,0.4591770000000004
0.0,18.358007,1.041,0.48922699999999963
10.0,18.327957,0.599,0.4591770000000004
20.0,18.279428,0.196,0.41064799999999835
30.0,18.46101,0.004,0.5922300000000007
40.0,19.056564,0.178,1.1877840000000006
50.0,20.024439,0.665,2.155659
60.0,21.229218,1.35,3.3604379999999985
70.0,22.380875,2.043,4.512094999999999
80.0,23.188833,2.547,5.320052999999998
90.0,23.489025,2.717,5.620245000000001
100.0,23.143213,2.518,5.274432999999998
110.0,22.313843,1.998,4.4450629999999975
120.0,21.18163,1.297,3.3128499999999974
130.0,20.011559,0.635,2.1427789999999973
140.0,19.057457,0.165,1.1886769999999984
150.0,18.404438,0.0,0.535657999999998
160.0,18.0638,0.14,0.19501999999999953
170.0,18.001503,0.496,0.1327229999999986
180.0,17.86878,0.945,0.0
-170.0,8.859209,3.765,2.885949
-160.0,8.332892,2.787,2.3596319999999995
-150.0,7.6171637,1.728,1.6439037
-140.0,6.903441,0.836,0.9301810000000001
-130.0,6.3440557,0.246,0.3707957000000004
-120.0,6.0213614,0.0,0.04810140000000018
-110.0,5.97326,0.076,0.0
-100.0,6.2617373,0.19,0.28847730000000027
-90.0,6.5462074,0.508,0.5729474000000003
-80.0,6.959352,1.038,0.9860920000000002
-70.0,7.4014263,1.674,1.4281663
-60.0,7.826905,2.171,1.8536450000000002
-50.0,8.186195,2.333,2.212935
-40.0,8.358753,2.04,2.3854930000000003
-30.0,8.277294,1.414,2.3040339999999997
-20.0,8.078708,0.748,2.105448000000001
-10.0,7.9048142,0.281,1.9315541999999999
0.0,7.883749,0.094,1.910489
10.0,7.9087143,0.281,1.9354543
20.0,8.078628,0.75,2.1053680000000004
30.0,8.274135,1.412,2.3008749999999996
40.0,8.357735,2.042,2.384475
50.0,8.189394,2.333,2.2161340000000003
60.0,7.82308,2.171,1.8498200000000002
70.0,7.3976846,1.672,1.4244246
80.0,6.964751,1.038,0.9914909999999999
90.0,6.543387,0.506,0.5701270000000003
100.0,6.2579207,0.19,0.2846606999999999
110.0,5.9745827,0.076,0.001322700000000232
120.0,6.018055,0.002,0.044795000000000584
130.0,6.343,0.244,0.3697400000000002
140.0,6.904076,0.838,0.9308160000000001
150.0,7.6183686,1.726,1.6451086000000004
160.0,8.332018,2.789,2.358758
170.0,8.854382,3.765,2.8811219999999995
180.0,8.917497,4.208,2.9442369999999993
-170.0,-43.52603,0.002,1.5868850000000023
-160.0,-43.249706,0.217,1.8632089999999977
-150.0,-42.681602,0.974,2.431313000000003
-140.0,-41.83544,2.213,3.2774750000000026
-130.0,-40.740643,3.866,4.372272000000002
-120.0,-39.43487,5.787,5.6780450000000044
-110.0,-37.936058,7.835,7.176856999999998
-100.0,-35.5266,7.406,9.586314999999999
-90.0,-37.267616,6.529,7.845299000000004
-80.0,-39.140522,5.513,5.972393000000004
-70.0,-40.93344,4.443,4.179475000000004
-60.0,-42.4741,3.403,2.638815000000001
-50.0,-43.641514,2.451,1.4714010000000002
-40.0,-44.41192,1.726,0.7009949999999989
-30.0,-44.887928,1.238,0.22498699999999872
-20.0,-45.112915,1.052,0.0
-10.0,-45.07437,1.141,0.03854499999999916
0.0,-44.795605,1.306,0.3173099999999991
10.0,-45.072754,1.141,0.04016099999999767
20.0,-45.110844,1.052,0.002071000000000822
30.0,-44.88962,1.238,0.22329500000000024
40.0,-44.41412,1.726,0.698795000000004
50.0,-43.636528,2.451,1.4763870000000026
60.0,-42.47526,3.403,2.6376550000000023
70.0,-40.931335,4.445,4.181580000000004
80.0,-39.137844,5.515,5.975071
90.0,-37.27229,6.529,7.840625000000003
100.0,-35.526276,7.406,9.586638999999998
110.0,-37.933105,7.839,7.179810000000003
120.0,-39.438248,5.785,5.6746669999999995
130.0,-40.74117,3.862,4.371745000000004
140.0,-41.834602,2.213,3.2783130000000043
150.0,-42.68252,0.974,2.4303950000000043
160.0,-43.24812,0.217,1.8647950000000009
170.0,-43.52859,0.0,1.5843249999999998
180.0,-43.511063,0.394,1.601852000000001
-170.0,53.182,3.029,1.8026049999999998
-160.0,53.715736,3.415,2.3363409999999973
-150.0,54.519253,4.071,3.1398579999999967
-140.0,55.506226,4.975,4.126830999999996
-130.0,56.618073,6.075,5.238678
-120.0,57.734734,7.267,6.355339000000001
-110.0,58.783474,8.422,7.404078999999996
-100.0,59.60143,9.264,8.222034999999998
-90.0,60.003277,9.367,8.623881999999995
-80.0,59.69005,8.506,8.310654999999997
-70.0,58.73269,7.063,7.353294999999996
-60.0,57.410866,5.418,6.031470999999996
-50.0,55.974007,3.834,4.594611999999998
-40.0,54.550716,2.458,3.171320999999999
-30.0,53.284916,1.366,1.9055210000000002
-20.0,52.289314,0.594,0.909918999999995
-10.0,51.63215,0.143,0.2527550000000005
0.0,51.379395,0.0,0.0
10.0,51.63215,0.143,0.2527550000000005
20.0,52.289314,0.594,0.909918999999995
30.0,53.28491,1.366,1.9055150000000012
40.0,54.550724,2.458,3.171329
50.0,55.974007,3.834,4.594611999999998
60.0,57.410866,5.418,6.031470999999996
70.0,58.73269,7.063,7.353294999999996
80.0,59.69005,8.506,8.310654999999997
90.0,60.003277,9.367,8.623881999999995
100.0,59.60143,9.264,8.222034999999998
